;a00_cle_idweb;g04_01_date_publication;d01_07_cp;d01_08_ville;d01_01_denomination;g04_052_descripteurs_libelles;g01_02_02_perimetre;g01_02_01_famille;g01_02_03_nature;g01_02_04_statut;g04_061_criteres_sociaux;g04_062_criteres_environnementaux;g04_09_resume_objet
225;19-143249;2019-09-22;76140;Petit-Quevilly;COMMUNE DU PETIT QUEVILLY;['Peinture (travaux)', 'Revêtements de sols', 'Revêtements muraux'];directive24;joue;attribution;initial;non;non;Travaux De Peinture, De Revetements Muraux Et De Sols, Et De Ravalement De Facades Sur Le Patrimoine Bati Communal
226;19-143182;2019-09-22;76821;Mont saint aignan;Université de Rouen;['Maintenance'];directive24;joue;appeloffre;initial;non;non;Vérification et maintenance des moyens de secours des bâtiments de l'Université de Rouen Normandie.
227;19-143266;2019-09-22;77010;Melun cedex;Département de Seine-et-Marne;"['Ascenseur', 'Cuisine (équipement)', 'Electricité (travaux)', 'Espaces verts', 'Gros oeuvre', 'Plomberie (travaux)', ""Tous corps d'état""]";directive24;joue;attribution;initial;non;non;Travaux de construction d'une demi-pension et de réhabilitation de certains locaux du collège 'Denecourt' à Bois le Roi
228;19-143422;2019-09-22;77010;Melun cedex;Département de Seine-et-Marne;['Informatique (matériel)'];directive24;joue;appeloffre;initial;non;non;Fourniture d'équipements réseaux informatiques pour les collèges de Seine-et-Marne et prestations associées
229;19-143706;2019-09-22;77010;Melun cedex;Département de Seine-et-Marne;['Informatique (matériel)', 'Informatique (prestations de services)'];directive24;joue;appeloffre;initial;non;non;Services de transport de données, de voix et d'images, de services Internet centralisés et isolés et services associés, de téléphonie Trunk SIP pour les besoins du Département de Seine-et-Marne
230;19-143352;2019-09-22;77347;PONTAULT COMBAULT CEDEX;Ville de Pontault-Combault;['Pièces détachées', 'Véhicules'];directive24;joue;appeloffre;initial;non;non;Entretien des véhicules légers, utilitaires et de transports de personnes et fourniture de pièces détachées
231;19-143560;2019-09-22;78293;Croissy/Seine;COMMUNE DE CROISSY SUR SEINE;['Nettoyage de locaux', 'Prestations de services'];directive24;joue;appeloffre;initial;non;oui;NETTOYAGE DES LOCAUX DES BÂTIMENTS COMMUNAUX
232;19-143005;2019-09-22;81100;CASTRES;OPH Agglomération de Castres-Mazamet;['Assurance'];directive24;joue;appeloffre;initial;non;non;SERVICE D'ASSURANCE POUR L'OPH DE LA CACM - MARCHE PUBLIC DE SERVICES DOMMAGES AUX BIENS ET DES RISQUES ANNEXES
233;19-143460;2019-09-22;83000;Toulon;Conseil Général du Var;['Prestations de services'];directive24;joue;appeloffre;initial;non;non;Missions De Coordination De Securite Et De Protection De La Sante (Sps) De Niveaux 2 Et 3 Pour Les Travaux Realises Dans Les Colleges Et Batiments Du Departement Du Var -(4 Lots)
234;19-143310;2019-09-22;84208;Carpentras cedex;Ville de carpentras;['Electricité, gaz (fourniture)'];directive24;joue;appeloffre;initial;non;non;Accord cadre relatif à la fourniture d'électricité pour un ensemble de Points de Comptage et d'Estimation de la ville de Carpentras et des services associés à cette fourniture.
235;19-143068;2019-09-22;84250;Le Thor;Syndicat d'Electrification Vauclusien;['Eclairage public', 'Electrification rurale'];directive24;joue;attribution;initial;non;non;Maîtrise d'oeuvre de travaux d'électrification rurale, télécommunication et éclairage public des collèges de Vaison-Ventoux, d'Avignon, d'Apt, de Bollène, de Cavaillon et de l&apos
236;19-143612;2019-09-22;84360;Lauris;Mairie de Lauris;['Assurance'];directive24;joue;appeloffre;initial;non;non;Marché no2019-05 - Marché d'assurances - Dommages aux biens Responsabilité civile Flotte automobile Risques statutaires Cyber Risques
237;19-141620;2019-09-22;85021;La Roche-sur-Yon cédex;LA ROCHE-SUR-YON AGGLOMERATION;['Prestations de services'];directive24;joue;appeloffre;initial;non;non;Commercialisation du foncier économique
238;19-143337;2019-09-22;86020;Poitiers cedex;DREAL ALPC;"[""Ouvrage d'art""]";autre;joue;rectificatif;rectificatif;oui;oui;RN141 - Mise à 2x2 voies entre Roumazières et Exideuil - Construction de l'ouvrage d'art PS RN141
239;19-143638;2019-09-22;87000;LIMOGES;Conseil Départemental Haute-Vienne;['Assurance'];directive24;joue;appeloffre;initial;non;non;Prestation de services en assurance - lots Responsabilité civile générale, Dommages aux biens, Automobile et Prévoyance statutaire
240;19-143744;2019-09-22;87700;Aixe-sur-vienne;Ville d'Aixe sur Vienne;['Réseaux divers'];directive25;joue;appeloffre;initial;non;non;Gestion du système de collecte des eaux usées et des systèmes de collecte et de stockage des eaux pluviales urbaines
241;19-143268;2019-09-22;89012;Auxerre cedex;Ville d'Auxerre;['Transport'];directive24;joue;attribution;initial;non;non;Transports d'enfants des écoles et des centres de loisirs
242;19-143273;2019-09-22;89300;Joigny;COMMUNE DE JOIGNY;['Assurance'];directive24;joue;appeloffre;initial;non;non;Services d'assurance pour la commune de Joigny
243;19-143529;2019-09-22;89300;Joigny;Communauté de Communes du Jovinien;['Assurance'];directive24;joue;appeloffre;initial;non;non;Services d'assurances pour la communauté de communes du Jovinien
244;19-143664;2019-09-22;90400;Meroux;SMTC90;['Transport'];directive24;joue;appeloffre;initial;oui;oui;La présente consultation porte sur des services de transport de personnes à mobilité réduite pour le compte du Syndicat Mixte des Transports en Commun de Belfort
245;19-143319;2019-09-22;91000;Evry;PORTE SUD DU GRAND PARIS;"[""Maîtrise d'oeuvre""]";directive24;joue;appeloffre;initial;non;non;Maîtrise d'oeuvre ZAC de la FERME RIS ORANGIS
246;19-143129;2019-09-22;91230;Montgeron;COMMUNE DE MONTGERON;"[""Produits d'entretien""]";directive24;joue;appeloffre;initial;non;oui;Fourniture de produits et matériels d'entretien et d'hygiène pour les besoins de la ville de Montgeron
247;19-143661;2019-09-22;91805;Brunoy;CA VAL D'YERRES VAL DE SEINE;"[""Poteaux d'incendie""]";directive24;joue;appeloffre;initial;non;non;Fourniture et pose d'hydrants pour la Communauté d'agglomération Val d'Yerres Val de Seine
248;19-143587;2019-09-22;91805;Brunoy;CA VAL D YERRES VAL DE SEINE;['Automate'];directive24;joue;appeloffre;initial;non;non;Location d'automates de collecte des bouteilles plastiques et canettes sur le territoire de la Cavyvs
249;19-143276;2019-09-22;91898;Orsay cedex;CA COMMUNAUTE PARIS SACLAY;['Assainissement'];directive24;joue;appeloffre;initial;non;non;Schéma directeur d'assainissement communautaire
250;19-143729;2019-09-22;92055;Paris la défense cedex;MEDDTL - DGEC - SD7;['Etude', 'Prestations de services'];directive24;joue;appeloffre;initial;non;non;Adaptation au changement climatique en France : étude sur la mobilisation des filières économiques
251;19-143283;2019-09-22;92055;Paris La Défense Cedex;MEDDTL - DGEC - SD7;['Prestations de services', 'Eolienne'];directive24;joue;appeloffre;initial;non;non;Parcs éoliens en mer (France) - Achat commun DGEC / RTE pour des prestations d'AMOA pour l'achat des résultats techniques d'études géotechniques et géophysiques en mer (phase candidatur
252;19-143652;2019-09-22;92121;Montrouge cedex;Ville de Montrouge;['Chauffage (exploitation, entretien)'];directive24;joue;attribution;initial;non;non;Marché d'exploitation et de maintenance des installations de génie climatique, de traitemant d'air et de climatisation
253;19-143079;2019-09-22;92160;Antony;Ville d'Antony;['Assurance'];directive24;joue;appeloffre;initial;non;non;Assurances risques statutaires
254;19-143717;2019-09-22;92200;Neuilly-sur-seine;Ville de Neuilly-sur-Seine;['Restauration collective'];directive24;joue;appeloffre;initial;non;non;Fourniture de denrées alimentaires pour le restaurant municipal de Neuilly-sur-Seine
255;19-143287;2019-09-22;92300;Levallois;Ville de Levallois;['Assurance'];directive24;joue;appeloffre;initial;non;non;Prestations d'assurance pour la Ville, le Ccas et la Caisse Des Ecoles de Levallois
256;19-143141;2019-09-22;92300;Levallois;Ville de Levallois;['Denrées alimentaires'];directive24;joue;appeloffre;initial;non;non;Acquisition De Diverses Denrées Alimentaires Et Boissons Non Alcoolisées
257;19-143056;2019-09-22;92806;Puteaux cedex;PARIS OUEST LA DEFENSE;['Informatique (prestations de services)'];directive24;joue;attribution;initial;non;non;19107_SERV_CATALYSEUR
258;19-141901;2019-09-22;93100;Montreuil;ACOSS;['Informatique (matériel)', 'Informatique (prestations de services)'];directive24;joue;attribution;initial;non;non;fourniture d'équipements informatique de type serveurs et dispositifs de stockage, maintenance et prestations de services associées
259;19-142985;2019-09-22;93205;Saint-denis cédex 01;Ville de Saint-Denis;['Prestations de services'];directive24;joue;attribution;initial;non;non;Concours de maitrise d'oeuvre pour la construction d'un équipement dédié aux enseignements et aux pratiques artistiques en amateur
260;19-143702;2019-09-22;93218;La Plaine Saint-Denis Cedex;Etablissement Français du Sang;['Laboratoire (fourniture)'];directive24;joue;appeloffre;initial;non;non;Fourniture d'embouts de 200 µl et 1000 µl avec filtres utilisables sur différents automates de laboratoire
261;19-143622;2019-09-22;93230;Romainville;EST ENSEMBLE;['Conteneur, poubelles'];autre;joue;rectificatif;rectificatif;non;non;Fourniture et maintenance des conteneurs à déchets (bacs roulants) et de pièces détachées
262;19-143680;2019-09-22;93285;Saint denis cedex;AGCE NAL DE SECU MEDICAMENT PROD SANTE;['Maintenance'];directive24;joue;appeloffre;initial;non;oui;Maintenance multi-technique, Exploitation des installations de bâtiments et équipements techniques associés sur les sites de l'ANSM à Saint-Denis (93), Vendargues (34) et Lyon (69)
263;19-143252;2019-09-22;93500;Pantin;Ile-de-France-Construction Durable.fr;"[""Maîtrise d'oeuvre""]";directive24;joue;appeloffre;initial;non;non;Marché de Maîtrise d'oeuvre pour la rénovation globale du lycée Cachan (94)
264;19-143302;2019-09-22;93500;Pantin;Agence des Espaces Verts;['Espaces verts'];directive24;joue;appeloffre;initial;non;oui;Entretien des espaces verts régionaux - Lots 1, 3, 8, 9 et 12
265;19-143055;2019-09-22;93538;Aubervilliers cedex;FONCIA IPM;['Etude'];directive24;joue;attribution;initial;non;non;Accord-cadre prestations d'architecture
266;19-143069;2019-09-22;93538;Aubervilliers cedex;FONCIA IPM;['Etanchéité', 'Terrasse'];directive24;joue;attribution;initial;non;non;ENTRETIEN DE TOITURES TERRASSES
267;19-143406;2019-09-22;93884;Noisy le grand cedex;POLE EMPLOI IDF;"['Bâtiment', 'Chauffage (travaux)', 'Electricité (travaux)', ""Tous corps d'état""]";directive24;joue;attribution;initial;non;non;Marché de travaux d'aménagement du site Pôle Emploi Boulevard Ney (Paris 18ème)
268;19-143636;2019-09-22;93891;LIVRY-GARGAN cedex;Ville de Livry-Gargan;['Prestations de services'];directive24;joue;appeloffre;initial;non;non;Organisation de séjours de vacances et de classes d'environnement
269;19-143616;2019-09-22;94054;Créteil Cedex;Département du Val de Marne;"[""Produits de l'agriculture""]";directive24;joue;appeloffre;initial;non;oui;Fournitures de fruits et légumes frais pour les crèches départementales
270;19-143341;2019-09-22;94054;Créteil cedex;Département du Val de Marne;['Reprographie'];directive24;joue;appeloffre;initial;non;oui;Prestations de reprographie et prestations de services connexes pour les Directions techniques du Département du Val-de-Marne.
271;19-143391;2019-09-22;94107;Saint-maur-des-fossés cédex;ville de Saint-Maur-des-Fossés;['Abris', 'Assistance technique'];directive24;joue;appeloffre;initial;non;non;Prestations de conseil et d'assistance technique au maitre d'ouvrage
272;19-143582;2019-09-22;94270;Le Kremlin-Bicetre;COMMUNE LE KREMLIN BICETRE;['Articles de bureau et articles scolaires', 'Jeux, jouets', 'Papeterie'];directive24;joue;appeloffre;initial;oui;oui;Acquisition et livraison de fournitures de bureau, petite enfance, écoles, périscolaire et jeunesse
273;19-143240;2019-09-22;94270;Le Kremlin-Bicetre;COMMUNE LE KREMLIN BICETRE;['Cuisine (équipement)', 'Maintenance'];directive24;joue;appeloffre;initial;non;non;Maintenance préventive et curative des matériels de cuisine et acquisition de matériels de cuisine pour la Ville du Kremlin-Bicêtre
274;19-143623;2019-09-22;94350;Villiers sur marne;Ville de Villiers-sur-Marne;['Signalisation', 'Voirie'];directive24;joue;appeloffre;initial;non;non;Le présent accord-cadre a pour objet de définir les prestations de mise en place de la signalisation horizontale et verticale permanente ou temporaire.
275;19-143669;2019-09-22;95027;Cergy-Pontoise;CACP;['Etude', 'Ingénierie'];directive24;joue;appeloffre;initial;non;non;19sf10 - Etude du service public de l'eau potable de la Communauté d'Agglomération de Cergy Pontoise
276;19-143126;2019-09-22;95141;Garges-lès-gonesse;Ville de Garges-lès-Gonesse;['Carburant, hydrocarbure', 'Combustible'];directive24;joue;attribution;initial;non;non;Fourniture de produits pétroliers et prestations de services annexes
277;19-143450;2019-09-22;95270;Asnieres sur oise;SI COLLECTE TRAIT EAUX USEES;['Assainissement'];directive24;joue;attribution;initial;non;non;Mise à jour des Schémas directeurs d'assainissement et des plans de zonage EU et EP pour 7 communes du SICTEUB dans le département de l'oise
278;19-143260;2019-09-22;95280;Jouy le moutier;COMMUNE DE JOUY LE MOUTIER;['Abris', 'Espaces verts'];directive24;joue;attribution;initial;non;non;Bail espace vert
279;19-143228;2019-09-22;95380;Louvres;COMMUNE DE LOUVRES;['Espaces verts'];directive24;joue;appeloffre;initial;non;oui;Entretien Des Espaces Verts, Fleurissement, Abattage Et Elagage - Ville De Louvres
280;19-143757;2019-09-22;97100;Basse-terre;Préfecture de Guadeloupe;['Abris', 'Climatisation', 'Peinture (travaux)', 'Plomberie (travaux)', 'Sanitaire'];directive24;joue;appeloffre;initial;non;non;2019-PREF971-SANITAIRES-FE2
281;19-143440;2019-09-22;97120;SAINT-CLAUDE;COMGEND GUADELOUPE;['Véhicules (acquisition)'];directive24;joue;attribution;initial;non;non;Acquisition de véhicules neufs et d'occasion au profit du commandement de la Gendarmerie en Guadeloupe et des unités de gendarmerie de Saint-Martin (971)
282;19-143723;2019-09-22;97190;Gosier;SIAEAG;['Assurance', 'Prestations de services'];directive25;joue;appeloffre;initial;non;non;Prestations d'assurance du SIAEAG et de ses régies- 2020-2025
283;19-81210;2019-09-22;97200;Fort de france;COLLECTIVITE TERRITORIALE MARTINIQUE;['Dragage'];directive24;joue;attribution;initial;non;non;dragage du port de peche de grand riviere
284;19-143752;2019-09-22;97204;Fort de france cedex martinique;Cté d'Agglo du centre de la Martinique;['Charpente', 'Climatisation', 'Electricité (travaux)', 'Gros oeuvre', 'Menuiserie', 'Plomberie (travaux)', 'Prestations de services', 'Terrassement'];directive24;joue;attribution;initial;oui;non;Construction d'une Pépinière d'Agro-Transformation à la ZAE de Choco-Choisy - Lots no1,2,3,4,8,9,11 et 12
285;19-143745;2019-09-22;97204;Fort de france cedex martinique;Cté d'Agglo du centre de la Martinique;['Abris', 'Véhicules (location)'];directive24;joue;attribution;initial;non;non;Location de longue durée de véhicules pour la flotte automobile de la CACEM
286;19-143741;2019-09-22;97204;Fort de france cedex martinique;Cté d'Agglo du centre de la Martinique;['Véhicules (acquisition)'];directive24;joue;attribution;initial;non;non;Fourniture, livraison, maintenance et assistance des véhicules pour le compte de la CACEM
287;19-143472;2019-09-22;97204;Fort de france cedex martinique;Cté d'Agglo du centre de la Martinique;['Equipements spécialisés'];directive24;joue;attribution;initial;non;non;Accord-cadre de fourniture d'équipements de protection individuelle pour les agents de la CACEM
288;19-142088;2019-09-22;97224;Ducos;Ville de Ducos;['Mobilier'];directive24;joue;attribution;initial;non;non;fourniture, montage et installation de mobilier de bureau pour la mairie et les écoles de la ville de ducos
289;19-143748;2019-09-22;97307;Cayenne;COLLECTIVITE TERRITORIALE DE GUYANE;['Equipement sportif'];directive24;joue;attribution;initial;non;non;Acquisition de tapis pour l'équipement des installations sportives territoriales (I.S.T.)
290;19-142975;2019-09-22;97404;Saint-denis cedex;COUR D APPEL DE LA REUNION;['Reprographie'];directive24;joue;attribution;initial;non;oui;Location et maintenance de photocopieurs et de leurs accessoires au profit des juridictions du département de la réunion
291;19-143355;2019-09-22;97404;Saint-denis cedex;COUR D APPEL DE LA REUNION;['Etude', 'Ingénierie'];directive24;joue;attribution;initial;non;oui;Étude de faisabilité architecturale et technique pour l'accueil du futur pôle social au sein du palais de justice de Saint-Denis, estimation des futurs travaux et mission moe
292;19-143488;2019-09-22;97600;Mamoudzou;PREFECTURE DE MAYOTTE;['Publicité, Communication'];directive24;joue;appeloffre;initial;non;non;fournitures de prestations de conseils stratégiques en communication
293;19-142992;2019-09-22;97600;Mamoudzou;Département de Mayotte;['Electrification rurale'];directive24;joue;appeloffre;initial;oui;non;TRAVAUX D'ÉLECTRIFICATION RURALE POUR LES ANNÉES 2020 - 2022
294;19-142959;2019-09-22;98715;Papeete CMP;SSF Polynésie française;['Maintenance'];directive81;joue;attribution;initial;non;non;prestations d'installation de matériel d'échafaudage, d'appareillage et de manutention au profit de la marine nationale
295;19-142958;2019-09-22;98715;Papeete CMP;SSF Polynésie française;['Maintenance'];directive81;joue;attribution;initial;non;non;travaux de tôlerie et soudure au profit de la marine nationale
296;19-142957;2019-09-22;98715;Papeete Cmp;SSF Polynésie française;['Maintenance'];directive81;joue;attribution;initial;non;non;Réfection du bajoyer du dock flottant de Papeete
297;19-142960;2019-09-22;98715;Papeete;SSF Polynésie française;['Maintenance'];directive18;joue;attribution;initial;non;non;Visite type 24 000 heures du réducteur bâbord du patrouilleur Arago
298;19-143124;2019-09-22;None;Paris;fonds de réserve pour les retraites;['Prestations de services'];directive24;joue;appeloffre;initial;non;non;mandats de gestion overlay
299;19-130166;2019-09-22;None;Angers cedex 02;Ville d'Angers;"[""Maîtrise d'oeuvre""]";directive24;joue;appeloffre;initial;non;non;accord-cadre de maîtrise d'oeuvre urbaine et opérationnelle pour l'aménagement des places de l'Académie et Kennedy et de leurs abords à Angers
300;19-133532;2019-09-22;None;Kremlin Bicêtre;AGCE PUB POUR L IMMOB DE LA JUSTICE;"['Assistance technique', 'Bâtiment', ""Assistance à maîtrise d'ouvrage""]";directive24;joue;appeloffre;initial;non;non;Assistance technique et comissionnement dans le cadre d'un marche de conception, realisation et maintenance de logements a destination des stagiaires de l'ecole nationale d'administration penitentiair
301;19-143407;2019-09-22;None;Saint-flour;SAINT-FLOUR COMMUNAUTÉ;['Prestations de services'];directive24;joue;appeloffre;initial;non;non;mise à jour et élaboration de documents uniques et définition de programmes d'actions sur saint-flour communauté, le sytec, le siaep de neuvéglise et 31 communes.
302;19-135355;2019-09-22;None;Cherbourg-en-Cotentin;Communauté d'Agglomération du Cotentin;['Alimentation en eau potable'];directive25;joue;appeloffre;initial;non;non;accords-cadres à bons de commande relatifs à la fourniture de calcaire pour le traitement de l'eau potable
303;19-142894;2019-09-22;None;Les chapelles bourbon;CC VAL BRIARD;"['Bâtiment', 'Carrelage', 'Charpente', 'Couverture', 'Electricité (travaux)', 'Gros oeuvre', 'Matériel scénique', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols', 'Serrurerie', ""Tous corps d'état"", 'Voirie et réseaux divers']";directive24;joue;appeloffre;initial;non;non;réhabilitation de l'aile nord de la ferme des vieilles chapelles 77610 les chapelles bourbon (tranche 3)
304;19-141639;2019-09-22;None;Sainte-Clotilde Cedex - (Réunion  France);CINOR;['Bâtiment'];directive24;joue;appeloffre;initial;non;non;construction de la pépinière d'entreprises le cube
305;19-143564;2019-09-22;None;83056 Toulon CEDEX;Var Aménagement Développement;"['Gros oeuvre', 'Maçonnerie', ""Maîtrise d'oeuvre"", ""Tous corps d'état""]";directive24;joue;appeloffre;initial;non;non;Contrat de promotion immobilière pour la conception et la réalisation de bureaux destinés à accueillir de l'activité tertiaire
306;19-143039;2019-09-22;None;Nantes cedex 9;METROPOLE NANTES METROPOLE;['Maintenance'];directive25;joue;attribution;initial;non;non;maintenance de groupes électrogènes pour les installations de production d'eau potable de nantes métropole
307;19-135616;2019-09-22;None;MONTPELLIER;Montpellier Méditerranée Métropole;['Publicité, Communication'];directive24;joue;attribution;initial;non;non;achat espaces publicitaires d'actions de communication, de billets,d'abonnements pour le developpement du Hand ball
308;19-135799;2019-09-22;None;MONTPELLIER;Montpellier Méditerranée Métropole;['Publicité, Communication'];directive24;joue;attribution;initial;non;non;achat espaces publicitaires d'actions de communication, de billets,d'abonnements pour le developpement du football
309;19-143136;2019-09-22;None;Dijon;Université de bourgogne;['Laboratoire (matériel)'];directive24;joue;appeloffre;initial;non;non;l'acquisition d'un système de couplage pour améliorer les apprentissages et les ré-entraînements des fonctions cognitives et motrices
310;19-143050;2019-09-22;None;Marseille;Dir Méditerranée;['Formation'];directive24;joue;appeloffre;initial;non;oui;formation à l'exploitation et à la sécurité des tunnels de la dirmed
311;19-138609;2019-09-22;None;Châteauroux cédex;Conseil Départemental de l'Indre;['Etude'];directive24;joue;attribution;initial;non;non;etudes des ouvrages d'art rd80 suppression des passages à niveau 191 et 192 sur la ligne ferroviaire les aubrais - montauban
312;19-140937;2019-09-22;None;Castelnau le lez;UGECAM OCCITANIE;['Blanchissage', 'Prestations de services'];directive24;joue;appeloffre;initial;non;oui;Blanchissage du linge plat et des vêtements de travail de 4 établissements de l'UGECAM Occitanie
313;19-136226;2019-09-22;None;Arras Cedex 9;Conseil départemental du Pas-de-Calais;['Bois', 'Cloison, faux plafond', 'Isolation', 'Matériaux de construction', 'Matériel électrique', 'Ouvrage métallique', 'Peinture (fourniture)', 'Plâtrerie', 'Matériel robinetterie', 'Sanitaire'];directive24;joue;appeloffre;initial;non;non;AOO LBMF19S0509 - fourniture de matériels et matériaux nécessaires aux travaux des régies du pas-de-calais - 7 lots.
