a00_cle_idweb,d01_07_cp,d01_08_ville,d01_01_denomination,g04_052_descripteurs_libelles,g04_09_resume_objet,g04_061_criteres_sociaux,g01_02_02_perimetre,g01_02_01_famille,g01_02_03_nature,g01_02_04_statut,g04_062_criteres_environnementaux,g04_01_date_publication
19-143497,47307,VILLENEUVE-SUR-LOT,COMMUNE DE VILLENEUVE SUR LOT,['Couverture'],Numéro de la consultation : 19-MVSL-0023 REFECTION DE LA COUVERTURE DE L'EGLISE DE MONMARES,non,cmp2006,mapa,attribution,initial,oui,2019-09-20
19-142490,48000,Mende,COMMUNE DE MENDE,"[""Tous corps d'état""]",Construction Du Musee Du Gevaudan,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143320,48400,Florac,Parc national des Cévennes,['Etude'],Le présent accord cadre porte sur des missions de maîtrise d'oeuvre qui seront commandées au fur et à mesure des besoins du pouvoir adjudicateur,non,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-100438,49020,ANGERS,Ville d'Angers,"['Bâtiment', ""Maîtrise d'oeuvre""]",mission de maîtrise d'oeuvre pour la restructuration et l'extension du gymnase de l'europe - quartier monplaisir à angers,non,directive24,joue,attribution,initial,non,2019-09-20
19-143627,49020,ANGERS,Angers Loire Métropole,"['Espaces verts', ""Station d'épuration (travaux)""]",Construction de la station d'épuration de Saint Clément de la Place,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141521,49071,Beaucouzé,SDIS49,"['Informatique (prestations de services)', 'Informatique (maintenance serveurs et réseaux)']",fourniture et mise en oeuvre d'une plateforme virtualisée pour les services opérationnels et consolidation des serveurs des sites distants,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141795,49150,BAUGE-EN-ANJOU,Communauté de communes BAUGEOIS VALLEE,['Alimentation en eau potable'],exploitation du service eau potable (rectificatif),non,autre,joue,rectificatif,rectificatif,non,2019-09-20
19-142260,49933,Angers cédex 9,CTRE HOSP UNIVERSITAIRE ANGERS,['Denrées alimentaires'],La fourniture de Produits 4ème & 5ème Gamme et Produits Traiteur pour le groupement de commandes et pour la centrale d'achats UniHA,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142610,49941,Angers Cedex 9,Département de Maine-et-Loire,['Informatique (matériel)'],fourniture de commutateurs réseau et d'accessoires réseau,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143040,50008,SAINT-LO,CA SAINT LO AGGLO,['Terrain de sport'],Aménagement de 10 plateaux multisports sur différentes communes de Saint-Lô Agglo,oui,cmp2006,fns,appeloffre,rectificatif,non,2019-09-20
19-143715,50010,Saint-Lô,COMMUNE DE SAINT LO,['Assurance'],Souscription d'une assurance dommages ouvrage concernant la construction de l'école Samuel Beckett à Saint-Lô,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142036,50050,Saint-lô cedex,Conseil départemental de la Manche,"['Vidéo, cinéma']",Prestations audiovisuelles pour les besoins du Département de la Manche,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143411,50050,Saint-lô cedex,Conseil départemental de la Manche,['Etude'],Services en matière d'ingénierie et de construction dans le cadre des projets d'extension du port de Granville,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143359,50130,Cherbourg-en-Cotentin,Communauté d'Agglomération du Cotentin,['Prestations de services'],prélèvements et analyses des fumées de combustion sur les stations d'épuration de la communauté d'agglomération le cotentin,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-143111,50303,Avranches,Centre Hospitalier Avranches Granville,['Site internet'],"Création, hébergement et maintenance du nouveau site internet du Groupe Hospitalier Mt St Michel",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142048,50402,Granville cédex,CC DE GRANVILLE TERRE ET MER,['Ordures ménagères (prestations)'],Collecte en porte-à-porte des ordures ménagères,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143626,51120,SEZANNE,REGIE DU SMIS,['Transport'],ACHAT AUTOCAR-.,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141397,51800,Sainte Ménehould,CC DE L'ARGONNE CHAMPENOISE,['Assainissement'],Entretien des filières d'assainissement non collectif de 60 communes de la communauté de communes de l'argonne champenoise,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143574,52000,CHAUMONT,VILLE DE CHAUMONT,"[""Maîtrise d'oeuvre""]",Diagnostic de l'état structural des dalots du centre-ville de Chaumont avec préconisations de travaux et maîtrise d'oeuvre,non,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-143065,52100,saint dizier,OPH de Saint-Dizier,"['Ascenseur', 'Bâtiment', 'Carrelage', 'Démolition', 'Echafaudage', 'Electricité (travaux)', 'Isolation', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Ravalement', 'Serrurerie', 'Terrasse']",réhabilitation des immeubles vingeanne et bruxenelle à saint dizier,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142423,54035,NANCY CEDEX,Département de Meurthe-et-Moselle,['Consommables informatiques'],Fourniture et livraison de consommables informatiques pour le Conseil Départemental de Meurthe-et-Moselle et la MDPH ¿ Groupement de commandes,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143317,54098,Nancy cedex,SOLOREM,['Prestations de services'],Coordination SPS pour la construction d'une caserne de sapeurs-pompiers - avenue du XXème corps à Nancy,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143311,54098,Nancy cedex,SOLOREM,['Contrôle technique'],Contrôle technique pour la construction d'une caserne de sapeurs-pompiers - avenue du XXème corps à Nancy,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143258,54110,Dombasle sur Meurthe,Ville de Dombasle-sur-Meurthe,"['Carburant, hydrocarbure']",fourniture de carburants (essence sans plomb 95/98 et gazole) en station service avec mise à disposition de cartes accréditives,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142974,54150,VAL DE BRIEY,Commune de Val de Briey,"['Gros oeuvre', 'Mobilier', 'Mobilier urbain', 'Serrurerie', 'Voirie et réseaux divers']",Aménagement suite à déconstruction au 2 rue de la capitaine à Mance,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143058,54150,VAL DE BRIEY,Commune de Val de Briey,['Eclairage public'],EXPLOITATION ET MAINTENANCE DE L'ECLAIRAGE PUBLIC,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143011,55107,VERDUN Cedex,CH Verdun Saint-Mihiel,"[""Maîtrise d'oeuvre""]",Maîtrise d'oeuvre pour la réalisation d'aménagements divers sur le site de l'EHPAD Gérard De Hault de Sommevoire,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142152,55107,VERDUN Cedex,CH Verdun Saint-Mihiel,"['Chauffage (exploitation, entretien)']",Exploitation des installations de génie climatique des établissements du GHT Coeur Grand Est :- CH Bar-le-Duc- CH Verdun/Saint-Mihiel et sites annexes,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143632,55290,MONTIERS-SUR-SAULX,CC des Portes De Meuse,"['Climatisation', 'Serrurerie']",Extension d'un bâtiment agroalimentaire intercommunal ZA de la Houpette,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142251,55700,STENAY,CC DU PAYS DE STENAY ET DU VAL DUNOIS,"['Conteneur, poubelles']",Mise en place de la Redevance Incitative,non,directive24,joue,attribution,initial,non,2019-09-20
19-143304,56006,VANNES Cedex,COMPAGNIE DES PORTS DU MORBIHAN,"['Espaces verts', 'Voirie et réseaux divers']",TRAVAUX DE VRD ET PAYSAGERS - AMENAGEMENTS PAYSAGERS - ABORDS PORT DE FOLLEUX - NIVILLAC,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141958,56017,Vannes cedex,CENTRE HOSPITALIER BRETAGNE ATLANTIQUE,['Maintenance'],Maintenance des matériels actifs et des progiciels Réseau,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-141884,56017,Vannes cedex,CENTRE HOSPITALIER BRETAGNE ATLANTIQUE,['Démolition'],Travaux de désamiantage et de démolition dans le cadre du projet de reconstruction du Centre hospitalier de JOSSELIN,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143090,56890,Saint-Avé,Commune de Saint-Avé,"['Panneaux', 'Produits travail des métaux']",fourniture et pose de matériels de signalisation verticale (rectificatif),non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-20
19-142110,57012,Metz,Université de Lorraine,['Automatisation'],Un ensemble d'équipements industriels pour l'apprentissage de la robotique de procédés pour l'ENIM de l'université de Lorraine,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143499,57036,METZ,DEPARTEMENT DE LA MOSELLE,['Progiciel'],"19S0092 - Hébergement, maintenance corrective, évolutive et réglementaire des progiciels GEDELIB et NETELIB et prestations complémentaires",non,cmp2006,fns,attribution,initial,non,2019-09-20
19-142239,57036,Metz Cedex 1,REGION GRAND EST,['Etude'],affaire 19s1068 - assistance à maîtrise d'ouvrage pour l'élaboration de la stratégie de spécialisation intelligente du grand est (s3),non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142100,57044,Metz cedex 01,ESID de Metz,"['Abris', 'Bâtiment', 'Electricité (travaux)', 'Gros oeuvre', 'Plâtrerie', 'Plomberie (travaux)']",BESANCON (25) - Quartier BRUN - Bâtiment 101 - Implantation de la nouvelle antenne vétérinaire,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-142353,57044,Metz cedex 01,ESID de Metz,"['Chauffage (exploitation, entretien)', 'Prestations de services']","Exploitation et entretien des installations de chauffage collectif, de production d'eau chaude sanitaire, de climatisation, de ventilation mécanique contrôlée et de centrale de traitement d'",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143387,57150,Creutzwald,ENES Creutzwald,"['Bâtiment', 'Gros oeuvre', ""Ouvrage d'infrastructure""]",Infra et superstructures pour deux moteurs de cogénération,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-142368,57212,SARREGUEMINES,CENTRE HOSPITALIER ROBERT PAX,['Prestations de services'],SERVICE DE MEDECINE DU TRAVAIL POUR CHIC UNISANTE + à FORBACH,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143236,57400,SARREBOURG,Cté de Cnes de Sarrebourg Moselle Sud,['Extincteur'],"Groupement de commande pour la fourniture et la maintenance des extincteurs, alarme incendie, blocs autonomes, RIA et systèmes de désenfumages",non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143681,57400,SARREBOURG,Cté de Cnes de Sarrebourg Moselle Sud,"['Ascenseur', 'Chauffage (travaux)', 'Couverture', 'Démolition', 'Electricité (travaux)', 'Gros oeuvre', 'Isolation', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Revêtements de sols', 'Serrurerie', ""Tous corps d'état""]",Marché de travaux pour la construction d'une extension du siège de la Communauté de Communes de Sarrebourg Moselle Sud,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143211,57400,SARREBOURG,Cté de Cnes de Sarrebourg Moselle Sud,['Matériel électrique'],Groupement de commande pour la vérification des installations électriques des bâtiments,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-140917,58370,Onlay,COMMUNE D'ONLAY,"['Assainissement', 'Bois', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Démolition', 'Echafaudage', 'Electricité (travaux)', 'Gros oeuvre', 'Isolation', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Ravalement', 'Sanitaire', 'Voirie et réseaux divers', 'Zinguerie']",reamenagement de l'ancienne poste en gite rural,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142964,59020,Lille cedex,Centre Oscar Lambret,"['Bâtiment', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Curage', 'Electricité (travaux)', 'Etanchéité', 'Fluides médicaux', 'Gros oeuvre', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Pneumatiques', 'Revêtements de sols', 'Sanitaire', 'Serrurerie', 'Sécurité incendie', 'Ventilation', 'Amiante (désamiantage)']",Travaux de réhabilitation pour l'accueil d'une nouvelle unité d'Oncopédiatrie Adolescents,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143272,59034,Lille cédex,Voies navigables de France,"[""Assistance à maîtrise d'ouvrage""]",Mission d'assistance à maîtrise d'ouvrage et de maîtrise d'oeuvre pour la transformation d'un bâtiment à usage de maison en bureaux,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142085,59034,Lille cedex,METROPOLE EUROPEENNE DE LILLE,"['Contrôle technique', 'Prestations de services']",Missions de contrôle technique et de Coordination en Matière de Sécurité et de Protection de la Santé,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143609,59034,Lille cédex,METROPOLE EUROPEENNE DE LILLE,['Signalisation'],Fourniture de matériel de détection de véhicules pour la régulation des carrefours à feux,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141862,59037,Lille cedex,CHU DE LILLE,['Informatique (prestations de services)'],Prestations d'assistance à la mise en oeuvre des projets du domaine décisionnel du CHU de LILLE,non,directive24,joue,attribution,initial,non,2019-09-20
19-143185,59037,Lille cedex,CHU DE LILLE,"['Réseaux divers', ""Tous corps d'état""]",Travaux de restructuration des réseaux de plomberie de l'hôpital Jeanne de Flandre au CHU de Lille,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-143557,59041,Lille,MINISTERE DE LA CULTURE,['Monuments historiques'],SOMME-AMIENS-CATHEDRALE-TRAVAUX D'AMENAGEMENT DES R+1 ET COMBLES DE LA MAISON DU SACRISTAIN,non,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-142365,59047,Lille,DEPARTEMENT DU NORD,"['Matériel agricole, horticole']",Marché spécifique no3 - SAD no201800239-1 - Catégorie 6 : Matériel agricole - Acquisition de tracteurs agricoles d'occasion pour le Département du Nord - lot 1,non,directive24,joue,attribution,initial,non,2019-09-20
19-142346,59047,Lille,DEPARTEMENT DU NORD,"['Matériel agricole, horticole']",Marché spécifique no3 - SAD no201800239-1 - Catégorie 6 : Matériel agricole - Acquisition de tracteurs agricoles d'occasion pour le Département du Nord - relance lot 2,non,directive24,joue,attribution,initial,non,2019-09-20
19-143637,59200,Tourcoing,COMMUNE DE TOURCOING,"['Mobilier urbain', 'Revêtements de sols', 'Terrassement']",Rénovation du jardin Botanique pour la Ville de Tourcoing,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142087,59386,Dunkerque cedex 1,Communauté Urbaine de Dunkerque,['Télésurveillance'],Télésurveillance et (ou) Vidéosurveillance de divers bâtiments communautaires - Gardiennage - Entretien et Dépannage des installations,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143138,59416,Anzin cedex,Ville d'Anzin,"['Restauration collective', 'Prestation hotelière']",organisation de séjours en classes transplantées.,non,cmp2006,mapa,attribution,initial,non,2019-09-20
19-143116,59416,Anzin cedex,Ville d'Anzin,['Transport'],transports scolaires.,non,cmp2006,mapa,attribution,initial,non,2019-09-20
19-143730,59508,Douai cedex,Agence de l'Eau Artois - Picardie,['Electricité (travaux)'],Travaux de mise en securite du siege de l'Agence de l'Eau Artois-Picardie,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-143705,59510,Hem,Ville de Hem,"['Audiovisuel', 'Informatique (matériel)']",Prestation de fourniture et pose d'équipements de communication pour la salle de spectacle le Zéphyr.,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142437,59555,LILLE,Région Hauts-de-France,['Etude'],Mission d'assistance à la surveillance de la qualité de l'air intérieur dans les lycées du Conseil Régional des Hauts de France,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143671,59652,Villeneuve D'Ascq,Ville de Villeneuve d'Ascq,['Prestations de services'],POSE ET DEPOSE DES BARRIERES DE SECURITE POUR LES MANIFESTATIONS DU STADE PIERRE MAUROY,non,cmp2006,fns,appeloffre,rectificatif,oui,2019-09-20
19-143540,59760,Grande-Synthe,Ville de Grande-Synthe,['Maintenance'],"MAINTENANCE PREVENTIVE ET CORRECTIVE DES PORTES AUTOMATIQUES, PORTES SECTIONNELLES, BARRIERES AUTOMATIQUES ET PORTAILS AUTOMATIQUES",non,cmp2006,fns,attribution,initial,non,2019-09-20
19-143309,59777,Euralille,Adoma,['Menuiserie'],Travaux de remplacement de portes de chambres de deux résidences (dept 27 et dépt 14)Les Cèdres : 4 bis rue de Verdun - 27600 GaillonRobillard : 56 rue Louis Robillard - 14000 Caen,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142296,59800,Lille,METROPOLE EUROPEENNE DE LILLE,['Prestations de services'],Marché de maîtrise d'oeuvre relatif à la réhabilitation du champ captant d'Emmerin,non,directive25,joue,appeloffre,initial,non,2019-09-20
19-142172,60000,Beauvais,SOCIETE D'AMENAGEMENT DE L'OISE,['Voirie'],Travaux de requalification du revêtement de l'avenue du Parc Alata et aménagements complémentaires,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-134813,60000,Beauvais,Département de l'Oise,"[""Oeuvre d'art"", 'Prestations de services']",restauration de huit peintures de maurice denis ensemble decoratif l'age d'or pour le mudo - musée de l'oise,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143486,60016,BEAUVAIS,OPAC de l'Oise,['Formation'],Formation 'redécouvrir les règles de la langue française',non,cmp2006,mapa,attribution,initial,non,2019-09-20
19-143158,60016,BEAUVAIS,OPAC de l'Oise,['Articles de bureau et articles scolaires'],FOURNITURE ET LIVRAISON D'ARTICLES DE BUREAU ET DE PAPETERIE POUR L'OPAC DE L'OISE,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-141971,60021,Beauvais,VILLE DE BEAUVAIS,['Habillement'],Marché d'achat de vêtements et d'accessoires pour la police municipale de la Ville de Beauvais,non,autre,joue,rectificatif,rectificatif,non,2019-09-20
19-141108,60109,Creil,Centre hospitalier Laennec,['Produits pharmaceutiques'],"fourniture de dispositifs médicaux consommables, solutés et sets de soins pour épuration extra-rénale",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143360,60203,Compiègne cedex,SYND MIXTE DEP OISE TRPT TRAITEMENT DE,"['Publicité, Communication']",réalisation de supports accompagnant un projet de mise en place du tri des papiers dans les établissements publics et privés,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142456,60600,Clermont,Communauté de communes du Clermontois,['Collecte sélective'],Fourniture et livraison de sacs pour la collecte sélective des emballages ménagers op 310,non,directive24,joue,attribution,initial,non,2019-09-20
19-143563,61014,Alençon,Communauté urbaine d'Alençon,['Alimentation en eau potable'],Numéro de la consultation : 2_2019057 travaux de renouvellement des réseaux d'eau potable,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143227,61014,Alençon,Communauté urbaine d'Alençon,['Réseaux divers'],Numéro de la consultation : 2_2019055. Travaux de renouvellement et de réhabilitation des réseaux d'eaux usées et de renouvellement de réseaux d'eau potable,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143213,61017,Alençon cedex,Conseil départemental de l'Orne,"[""Ouvrage d'art""]",Aménagement de la Voie Verte Alençon / Rives d'Andaine - Réparation des ouvrages d'art.,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143022,62026,Arras cedex,Communauté Urbaine d'Arras,['Peinture (travaux)'],Accord cadre à bons de commande - travaux de peinture et de revêtements de sols souples dans les bâtiments de la Communauté Urbaine d'Arras - 2020-2023,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143291,62100,Calais,SEPD,['Sécurité incendie'],Numéro de la consultation : 2019-TX-0082 Remise en état des voûtes d'éclairage naturel et lanterneaux de désenfumage du hangar D6 sur le site du port de Boulogne sur Mer,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143162,62100,Calais,GRAND CALAIS TERRES ET MERS,['Assainissement'],MARCHE DE TRAVAUX RELATIF A LA RÉHABILITATION DE L'ATELIER BOUE DE LA STATION JACQUES MONOD A CALAIS,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141990,62152,Neufchatel-Hardelot,Ville de Neufchatel-Hardelot,"['Bâtiment', 'Couverture', 'Equipement sportif', 'Etanchéité', 'Menuiserie', 'Peinture (travaux)', 'Revêtements de sols', 'Serrurerie']","requalification du site et reconstruction de la base de glisse - reconsultation pour les lots no 3 (étanchéité, couverture), 4 (mesnuiseries extérieures), 5 (serrurerie) et 9 (peinture, sols souples)",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143527,62170,MONTREUIL SUR MER,CA DES DEUX BAIES EN MONTREUILLOIS,['Prestations de services'],Relance du marché : Campagne de caractérisation bathymétrique et sédimentologique sur une zone de gisement sédimentaire et investigations pyrotechniques en vue d'un dragage en mer,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-142236,62170,MONTREUIL SUR MER,CA DES DEUX BAIES EN MONTREUILLOIS,"['Prestations de services', 'Réseaux divers']",essais controles curage et prestations diverses sur réseaux,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143558,62170,MONTREUIL SUR MER,CA DES DEUX BAIES EN MONTREUILLOIS,['Véhicules'],Fourniture d'une nacelle sur châssis VL pour les services techniques de la CA2BM,non,cmp2006,mapa,attribution,initial,non,2019-09-20
19-143611,62170,MONTREUIL SUR MER,CA DES DEUX BAIES EN MONTREUILLOIS,['Prestations de services'],Mission de maitrise d'oeuvre aménagement de la véloroute - voie verte littorale - euroveloroute no4 - Portion : CONCHIL LE TEMPLE-WABEN-GROFFILERS,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-143190,62200,Boulogne-sur-Mer,CRPMEM Hauts-de-France,['Informatique (prestations de services)'],développement d'une plateforme de télédéclaration des captures de pêches,non,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-143579,62212,Carvin,COMMUNE DE HARNES,['Impression'],Prestation d'impressions graphiques,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141960,62280,Saint-Martin-Boulogne,Ville de Saint-Martin-Boulogne,['Assurance'],Souscription des contrats d'assurances pour la Commune de SAINT-MARTIN-BOULOGNE,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142339,62300,Lens,Ville de lens,"['Abris', 'Equipement hydraulique']","Fourniture, pose et maintenance des bornes sur le territoire Lensois",non,directive24,joue,attribution,initial,non,2019-09-20
19-143336,62301,Lens,Musée du Louvre Lens,"[""Maîtrise d'oeuvre""]",Marché public de maîtrise d'oeuvre pour la conception de la scénographie de l'exposition ' Les tables du pouvoir' (31 mars au 26 juillet 2021) - Galerie d'exposition temporair,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143573,62408,Béthune cedex,Voies navigables de France,['Formation'],"Le présent accord-cadre a pour objet la réalisation de prestations de formations pour le compte de la Division recrutement, formation, compétences et carrières (DRFCC) de VNF en vue de professionna..",non,cmp2006,fns,attribution,initial,non,2019-09-20
19-143508,62411,BETHUNE,CA DE BETHUNE BRUAY ARTOIS LYS ROMANE,['Ingénierie'],Évaluation environnementale du Schéma de Cohérence Territoriale (SCoT) de l'Artois,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143220,62820,LIBERCOURT,Ville de Libercourt,['Assurance'],SERVICE D'ASSURANCES POUR LA COMMUNE DE LIBERCOURT,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142118,63000,Clermont-ferrand,UNIVERSITE CLERMONT AUVERGNE,"['Informatique (matériel)', 'Réseaux divers']","Routeur MPLS : Acquisition, maintenance et services annexes",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143663,63007,CLERMONT-FERRAND,Clermont Auvergne Métropole,['Laboratoire (matériel)'],Acquisition et maintenance d'un appareil de chromatographie ionique pour les analyses d'eaux,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143191,63033,Clermont-ferrand cedex 01,DIR REG ENVIR AMENAGEMENT LOGT AUVERGN,['Prestations de services'],"Mission d'assistance à maîtrise d'ouvrage pour le compte de la DREAL Auvergne-Rhône-Alpes, pour l'élaboration d'une stratégie opérationnelle à partir de l'aménagement de l&apo",non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-20
19-143325,64000,PAU,COMMUNE DE PAU,['Réservoir'],Construction d'un nouveau réservoir à l'usine de production d'eau potable de Guindalos,oui,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-142539,64058,Pau cedex 09,Conseil Gal des Pyrénées-Atlantiques,['Gardiennage'],Gardiennage et sécurité des sites du Département des Pyrénées-Atlantiques,non,directive24,joue,attribution,initial,oui,2019-09-20
19-142309,64058,Pau cedex 09,Conseil Gal des Pyrénées-Atlantiques,['Equipements spécialisés'],Fourniture de vêtements professionnels techniques et de chaussants pour les services du Département des Pyrénées -Atlantiques,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142254,64100,Bayonne,CCI de Bayonne Pays Basque,['Espaces verts'],Marché d'entretien des espaces verts,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-143321,64100,JURANÇON,Commune de JURANÇON,['Assurance'],prestation de service en assurance dommages aux biens,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142440,64100,Bayonne,CCI de Bayonne Pays Basque,['Assurance'],Marché de prestation de service d'assurance,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-142343,64100,Bayonne,commune de Bayonne,['Véhicules'],ACQUISITION D'UNE LAVEUSE ET D'UNE BALAYEUSE NEUVES,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-141946,64150,Mourenx,Communauté de communes de Lacq-Orthez,['Véhicules (acquisition)'],"fourniture et livraison de matériels et véhicules routiers pour la communauté de communes de lacq orthez : fourniture et livraison d'un fourgon utilitaire type L3h2, ptac 3t500, cabine approfondie",non,directive24,joue,attribution,initial,non,2019-09-20
19-143688,64185,Bayonne cedex,Synd.des transports de l'Agglo.,"[""Maîtrise d'oeuvre""]","Ce marché d'assistance à maîtrise d'ouvrage pour réaliser une étude de faisabilité (technique, urbanistique, juridique, financière) et de programmation. L'objectif de cette mission est",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143225,64310,Saint-Pée-sur-Nivelle,MAIRIE,"['Passerelle', 'Voirie et réseaux divers']",aménagement d'un trottoir et d'une passerelle piétonne,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143618,64701,Hendaye cedex,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,['Peinture (travaux)'],"Relance du lot "" no 7-Peinture/Nettoyage "" suite à la liquidation judiciaire de l'entreprise Titulaire du marché de travaux.",non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142194,65130,Capvern,SMECTOM du Plateau de Lannemezan,['Déchetterie (exploitation)'],Tri Et Traitement Des Encombrants De Dechetteries,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142095,66046,Perpignan cedex 09,Centre hospitalier de Perpignan,['Assistance juridique'],": MARCHE A PROCEDURE ADAPTEE (MAPA) "" RESTREINT "" - N°14 H 19 - PRESTATIONS JURIDIQUES POUR LE GHT AUDE-PYRENEES",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143561,66751,SAINT-CYPRIEN CEDEX,COMMUNAUTE DE COMMUNES SUD ROUSSILLON,['Voirie'],Numéro de la consultation : 19TRA03 AMENAGEMENT DE LA RUE PAUL VERLAINE A MONTESCOT,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143656,66906,PERPIGNAN,DEPARTEMENT DES PYRENEES-ORIENTALES,['Formation'],ACHAT DE FORMATION DE MANAGEMENT / SUPERVISION INDIVIDUELLE ET ACCOMPAGNEMENT COLLECTIF EN DIRECTION DES TRAVAILLEURS MEDICO-SOCIAUX ET DES ADMINISTRATIFS DE LA DGA DES SOLIDARITES DU DEPARTEMENT DES,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
