a00_cle_idweb,d01_07_cp,d01_08_ville,d01_01_denomination,g04_052_descripteurs_libelles,g04_09_resume_objet,g04_061_criteres_sociaux,g01_02_02_perimetre,g01_02_01_famille,g01_02_03_nature,g01_02_04_statut,g04_062_criteres_environnementaux,g04_01_date_publication
19-136220,50130,Cherbourg en cotentin,Communauté d'Agglomération du Cotentin,"['Assainissement', ""Station d'épuration (travaux)"", 'Terrassement']",travaux comprenant la fourniture et la pose de dégrilleurs sur les sites d'épuration et la rehausse d'un poste de relèvement,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142292,50240,Saint james,ETABLISSEMENT DE TRAVAIL PROTEGE,['Impression'],Renouvellement des copieurs ETP ST JAMES,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141853,50250,La haye,CC COTE OUEST CENTRE MANCHE,['Benne'],mise à disposition et transport de contenants (déchetteries et quai de transfert),non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142690,50330,Saint pierre eglise,EHPAD ESPERANCE,"[""Maîtrise d'oeuvre""]",RESTRUCTURATION ET EXTENSION DE L'EHPAD ESPERANCE DE SAINT-PIERRE-EGLISE,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141978,51037,CHALONS EN CHAMPAGNE CEDEX,REGION GRAND EST,['Contrôle technique'],"missions de controle technique afferentes a l'operation de construction de l'ufr staps et locaux mutualises site croix-rouge, rue francois mauriac, a reims (51100)",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141232,51092,"Reims cedex,cellule des marches publics",CHU REIMS,"['Automatisation', 'Menuiserie', 'Terrassement', ""Tous corps d'état""]","Reconstruction du site principal du Centre Hospitalier Universitaire de REIMS Phase 1 - Relance des lots no 1, 5 et 8",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-126095,51100,reims,MSA MARNE ARDENNES MEUSE,"['Bâtiment', 'Carrelage', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols', 'Serrurerie', 'Amiante (désamiantage)']",séparation fonctionnelle et technique des bâtiments,non,cmp2006,fns,appeloffre,initial,oui,2019-09-19
19-142800,51130,LOISY-EN-BRIE,COMMUNE DE LOISY EN BRIE,['Prestations de services'],amélioration des peuplements forestiers-.,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142393,51160,Ay champagne,C.C de la Grande Vallée de la Marne,"['Chauffage (travaux)', 'Climatisation', 'Plomberie (travaux)', 'Sanitaire', 'Ventilation']","création d'un centre d'interprétation sensorielle des vins de champagne, le pressoir : marché de travaux - lot 22 : chauffage ventilation climatisation / plomberie sanitaires",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142350,51160,Ay champagne,C.C de la Grande Vallée de la Marne,"['Chauffage (travaux)', 'Climatisation', 'Ventilation']","centre d'interprétation sensorielle des vins de champagne, le pressoir - lot 18 : chauffage ventilation climatisation",non,cmp2006,fns,appeloffre,annulation,non,2019-09-19
19-142457,52206,Langres cedex,COM DE COM DU GRAND LANGRES,"['Carburant, hydrocarbure']",FOURNITURE DE FIOUL ET CARBURANTS - ANNEES 2020 ET 2021,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142299,54035,NANCY CEDEX,Métropole du Grand Nancy,"['Electricité (travaux)', 'Menuiserie']",Relance des lots 3 et 9 - Travaux d'extension de l'espace bien être de la piscine du Lido à Tomblaine,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141411,54035,Nancy cedex,DELPIA,"['Carburant, hydrocarbure']",Approvisionnement en produits pétroliers -SEA et ses clients- en Nouvelle Calédonie et à Wallis et Futuna.,non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-142449,54052,Nancy,Université de lorraine,['Bâtiment'],Mise en accessibilité intérieure des campus lettres et droit de Nancy,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142529,54280,CHAMPENOUX,CC DE SEILLE ET GRAND COURONNE,['Transport'],Exploitation d'une centrale de réservation et d'un service de transport à la demande sur le territoire de la Communauté de Communes de Seille et Grand Couronné,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142219,54410,Laneuveville-devant-nancy,Ville de Laneuveville Devant Nancy,['Etude'],Etude de faisabilité concernant la réhabilitation de la Salle des Fêtes existante et/ou la construction d'une nouvelle Salle des Fêtes à Laneuveville-devant-Nancy,non,cmp2006,mapa,appeloffre,initial,oui,2019-09-19
19-142804,54701,Pont-à-mousson,SOLOREM,['Bâtiment'],Travaux de restructuration du site CFA-BTP de Arches TF (12 lots) - Tranche no 2,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142295,55600,Thonnelle,Mairie Thonnelle,"[""Tous corps d'état""]",Travaux de mise en conformité du captage d'eau potable-.,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142608,56303,Pontivy Cedex,PONTIVY COMMUNAUTE,"['Assistance technique', 'Assistance juridique']","Mission de programmation, de suivi de la construction et de la mise en exploitation d'un stade d'eaux vives à Pontivy",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142428,56890,Saint-Avé,Commune de Saint-Avé,"['Panneaux', 'Produits travail des métaux']",fourniture et pose de matériels de signalisation verticale,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-142240,57011,METZ,SODEVAM,['Amiante (désamiantage)'],Travaux de désamiantage EHPAD de Vic-sur-Seille,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141722,57044,Metz cedex 1,Plate Forme Achats Finances Nord Est,['Habillement'],Fourniture de combinaisons Equipage Engin Blindé (EEB) été et hiver noires et de tenues de combat noires (veste et pantalon) au profit des personnels des FORAD de Mailly et Sissonne,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142658,57044,Metz cedex 01,ESID de Metz,"[""Tous corps d'état""]",Travaux de rénovation - Lunéville,non,cmp2006,mapa,appeloffre,initial,oui,2019-09-19
19-141636,57044,Metz cedex 1,Plate Forme Achats Finances Nord Est,['Ordures ménagères (prestations)'],"Location de récipients, collecte, pompage et traitement des déchets non-dangereux et des déchets dangereux au profit des formations rattachées au Groupement de soutien de la Base de Défense de VERDUN.",non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-142642,57071,Metz,METZ METROPOLE,['Menuiserie'],Travaux de menuiserie pour le Conservatoire à Rayonnement Régional de Metz Métropole,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141814,57280,Maizières-lès-metz,Cté de Communes Rives de Moselle,"['Collecte sélective', 'Ordures ménagères (prestations)', 'Verre']",Gestion des bornes d'apport volontaire - 2020-2022,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-140248,57600,FORBACH,VILLE DE FORBACH,['Prestations de services'],Assurance,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141432,58110,CHATILLON EN BAZOIS,Syndicat Mixte Canal du Nivernais,['Etude'],La pre?sente consultation est une proce?dure de dialogue compe?titif art R.2161-24 a? R.2161-31 Code de la Commande Publique.,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142817,59033,Lille cedex,Ville de Lille,"['Conteneur, poubelles', 'Hygiène (articles)', 'Nettoyage de locaux']",Location/entretien de conteneurs pour hygiène féminine posés au sol pour la Ville de Lille et les communes associées de Lomme et Hellemmes et leurs CCAS.,non,cmp2006,fns,appeloffre,initial,oui,2019-09-19
19-141371,59033,Lille cedex,Ville de Lille,['Equipement sportif'],"LILLE NEIGE - Mise à disposition, montage et démontage d'une piste de luge synthétique et prestations associées",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142370,59034,Lille cédex,Voies navigables de France,"[""Travaux dans l'eau""]",Fresnes-sur-Escaut - Canal de l'Escaut - Réfection du chemin de service en rive droite permettant l'accès au barrage de Fresnes-sur-Escaut,non,cmp2006,fns,appeloffre,initial,oui,2019-09-19
19-142886,59110,La madeleine,VILLE DE LA MADELEINE,['Véhicules'],Réparation de véhicules municipaux,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141508,59250,Halluin,TRISELEC,"['Transport', 'Véhicules (location)']","Prestations de transport pour le transport de produits, déchets ou matériels depuis ou à destination des locaux de Triselec.",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142436,59278,Escautpont,Ville d'Escautpont,['Travaux de viabilité'],"Réalisation de travaux de voirie, d'assainissement, de création de parking et d'espaces verts pour le Lotissement - Rue des Pensées - 59278 Escautpont",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141497,59300,Valenciennes,Cté d'Agglo Valenciennes Métropole,['Etude'],Missions d'assistance a maitrise d'ouvrage relatives a l'environnement et au develeppoment durable pour le projet d'amenagement du grand cavin,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141669,59375,DUNKERQUE CEDEX 01,Université du Littoral Côte d'Opale,['Couverture'],Travaux de remplacement de la couverture du garage de la Présidence de l'Université du Littoral Côte d'Opale et création d'une terrasse accessible,non,directive24,joue,attribution,initial,non,2019-09-19
19-141530,59386,Dunkerque,Ville de Dunkerque,['Terrain de sport'],Entretien d'un terrain de football renforcé,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142801,59393,WATTRELOS Cedex,COMMUNE DE WATTRELOS,['Panneaux'],Panneaux d'affichage commercial et public,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142797,59427,Armentières cedex,Ville d'Armentières,"['Carte magnétique, carte à puce']",Réalisation de cartes d'adhérents et cartes de stationnement,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142323,59430,Saint Pol sur Mer,Ville de Dunkerque Commune St Pol / M,"['Mobilier urbain', 'Aire de jeux']",fourniture et pose de mobiliers urbains et aires de jeux spécifiques,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141034,59652,Villeneuve D'Ascq,Ville de Villeneuve d'Ascq,['Espaces verts'],Entretien des espaces verts et du patrimoine arboré du stade Pierre Mauroy - 2020-2023,non,directive24,joue,appeloffre,initial,oui,2019-09-19
19-142637,59704,Marcq-en-baroeul,Ville de Marcq-en-Baroeul,['Prestations de services'],La présente consultation concerne la procédure de sélection préalable en vue de la conclusion d'une convention portant autorisation d'occupation temporaire du domaine public relative au bar-,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142624,59760,Grande-Synthe,Ville de Grande-Synthe,"['Bardage', 'Electricité (travaux)', 'Plomberie (travaux)']",Réhabilitation des façades et mise en conformité thermique de l'espace associatif Martha Desrumaux,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-141008,59760,Grande-Synthe,Ville de Grande-Synthe,"[""Tous corps d'état""]",Reconstruction d'un centre de santé selon le principe 'cradle to cradle',non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-142269,59777,Euralille,Spl euralille,"['Eclairage public', 'Voirie']",Accord-Cadre à marchés subséquents de maîtrise d'oeuvre complète d'éclairage public de l'Opération Euralille 3000 et mise à jour du plan guide lumière,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142515,59780,Baisieux,Ville de Baisieux,['Bâtiment'],Le projet consiste à la réhabilitation et l'agrandissement du groupe scolaire rue Paul-Emile VICTOR dans la ville de Baisieux.,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141469,59871,Saint André Cedex,EPSM Lille Métropole,"['Literie', 'Textile']",linge et tenues de travail pour l'EPSM,non,directive24,joue,attribution,initial,non,2019-09-19
19-136740,60000,Beauvais,Département de l'Oise,"['Génie civil', 'Terrassement', 'Travaux de viabilité', 'Voirie']",renforcements structurels et rénovation des chaussées du Département de l'Oise et de leurs dépendances a base d'enrobé froid ou tiède,non,directive24,joue,appeloffre,initial,oui,2019-09-19
19-141389,60000,Beauvais,Communaute d'Agglo du Beauvaisis,['Livres'],Fourniture de livres pour les établissements culturels communautaires,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-137931,60024,Beauvais cedex,Conseil Départemental de l'Oise,"['Carburant, hydrocarbure', 'Prestations de services']",fourniture de carburants par cartes accreditives et prestations de services annexes pour les besoins du departement de l'oise,non,directive24,joue,attribution,initial,non,2019-09-19
19-142880,60181,Nogent sur Oise Cedex,COMMUNE DE NOGENT SUR OISE,['Illumination'],Illuminations,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142882,60181,Nogent-sur-Oise Cedex,COMMUNE DE NOGENT SUR OISE,['Menuiserie'],Création d'un centre municipal de santé,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-140663,60321,compiegne cedex,Ville de Compiègne,['Matériel scénique'],renouvellement du système de sonorisation de la salle ravel à l'espace jean legendre,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142634,60550,Verneuil-en-halatte,INERIS,['Gaz divers'],L'accord-cadre a pour objet la réalisation de prestations de mesures de détection et de quantification d'émissions fugitives diffuses de CH4 et de COV dans le secteur industriel.,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141277,60870,Villers-Saint-Paul,Commune de Villers Saint Paul,['Assurance'],contrats d'assurances des prestations statutaires,non,directive24,joue,attribution,initial,non,2019-09-19
19-142397,61014,Alençon,Communauté urbaine d'Alençon,['Eclairage public'],"Numéro de la consultation : 2_201905300. Gestion, maintenance et travaux divers sur l'éclairage public et la signalisation lumineuse pour la Communauté urbaine d'Alençon",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142746,61014,Alençon,Ville d'Alençon,"['Matériel électrique', 'Electricité, gaz (fourniture)']",Numéro de la consultation : 1_2019060 Fourniture de matériel électrique nécessaire aux travaux de maintenance et d'investissement réalisés par les agents municipaux sur le patrimoine de la Ville,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142747,61014,Alençon,Communauté urbaine d'Alençon,['Matériel électrique'],Fourniture de matériel électrique nécessaire aux travaux de maintenance et d'investissement réalisés par les agents communautaires sur le patrimoine de la Communauté urbaine d'Alençon ; anné,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-106215,61201,Argentan Cedex,Commune d'Argentan,['Equipement sportif'],Le présent marché a pour objet la location d'une patinoire glace temporaire pendant les vacances d'hiver 2020.,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142660,62022,Arras,COMMUNE D ARRAS,['Ascenseur'],Maintenance préventive annuelle des ascenseurs et monte-charge,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142689,62026,Arras cedex,Communauté Urbaine d'Arras,"['Chauffage (travaux)', 'Plomberie (travaux)']",Accord cadre à bons de commande - travaux de plomberie et de chauffage dans les bâtiments de la Communauté Urbaine d'Arras - 2020-2023.,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142756,62100,Calais,SEPD,"[""Assistance à maîtrise d'ouvrage""]",Assistance à maîtrise d'ouvrage pour une étude sur les opportunités de commercialisation de locaux commerciaux sur le port de Calais,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141802,62107,CALAIS CEDEX,CCAS de Calais,['Chèque cadeau'],Fourniture de chèques accompagnement personnalisé et fourniture de chèques cadeau,non,directive24,joue,attribution,initial,non,2019-09-19
19-142263,62230,Outreau,COMMUNE D OUTREAU,['Voirie et réseaux divers'],travaux de réfection de voirie,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-131292,62240,Desvres,Communauté de Communes de Desvres-Same,['Assurance'],"la souscription d'un contrat d'assurance "" risques statutaires du personnel "".",non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141720,62321,Boulogne sur Mer Cedex,Cté d'agglomération du Boulonnais,['Verre'],Collecte des colonnes à verre,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142667,62407,BETHUNE,Mairie de Béthune,['Reliure'],Restauration d'archives municipales et reliure d'actes administratifs,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141439,62408,Béthune cedex,Voies navigables de France,"['Audit', 'Prestations de services']",Prestations liées au développement du contrôle interne au sein de VNF,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142273,62530,Hersin coupigny,COMMUNE DE HERSIN COUPIGNY,['Voirie'],"travaux de voiries : fournitures, fabrication, transport et mise en oeuvre d'enrobés hydrocarbones à chaud des rues jules guesde et jean baptiste dubois",non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141343,62800,LIEVIN,Mairie de LIEVIN,['Transport'],19A018 - Transport,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141833,62968,Longuenesse,CA DU PAYS DE SAINT OMER,"['Benne', 'Véhicules (acquisition)']",Acquisition d'un porteur poids lourd équipé d'une benne à ordures ménagères avec grue auxiliaire,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142837,63007,CLERMONT-FERRAND,Clermont Auvergne Métropole,['Instruments de musique'],LOCATIONS ENTRETIEN DÉPLACEMENTS ACCORDS DE PIANOS,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142400,63007,CLERMONT-FERRAND,Ville de Clermont-Ferrand,"['Voirie', 'Cimetière']",TRAVAUX D'AMENAGEMENT ET D'ENTRETIEN DES CIMETIERES DE CLERMONT-FERRAND,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142556,63007,CLERMONT-FERRAND,Ville de Clermont-Ferrand,"['Etude', 'Signalétique']",Mission de conception d'une signalétique harmonisée des établissements recevant du publique de la commune de Clermont-Ferrand,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141481,63007,Clermont-Ferrand,Clermont Auvergne Métropole,['Alimentation en eau potable'],Fourniture de réactifs pour le traitement de l'eau potable et usée,non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-141429,63013,Clermont ferrand Cedex 1,CCAS de Clermont Ferrand,['Nettoyage de locaux'],Marché Réservé : Nettoyage des locaux du Centre Communal d'Action Sociale de Clermont-Ferrand.,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142250,63063,CLERMONT-FERRAND,REGIE T2C,['Véhicules (acquisition)'],Acquisition d'un véhicule utilitaire de type fourgon,non,cmp2006,mapa,attribution,initial,non,2019-09-19
19-142228,63122,Saint Genes Champannelle,INRA de Clermont Theix,"[""Maîtrise d'oeuvre""]",mission de maitrise d'oeuvre batiment d'expérimentation pour bovins allaitants -valaq2-,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141374,63178,Aubière,CRAIG,['Topographie'],acquisition de prises de vues aériennes et la réalisation d'orthophotographies de résolution 5 cm,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142656,63350,maringues,Mairie de Maringues,['Contrôle technique'],CONSTRUCTION D'UNE NOUVELLE ECOLE PRIMAIRE A MARINGUES (63) - MISSIONS BUREAU DE CONTROLE ET CSPS,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142241,63804,Cournon,Ville de Cournon d'Auvergne,['Prestations de services'],"Organisation, maintenance et suivi de l'archivage pour la ville de Cournon-d'Auvergne",non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142394,64000,Pau,Conseil Gal des Pyrénées-Atlantiques,['Voirie'],Aménagement de la RD 640 et création de la voie d'accès au collège sur la commune de Pontacq (64530),oui,cmp2006,fns,appeloffre,initial,oui,2019-09-19
19-142761,64000,PAU CEDEX,CA PAU BEARN PYRENEES,['Mobilier'],Fourniture et pose des mobiliers du parcours d'interprétation des saligues,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142759,64000,PAU CEDEX,CA PAU BEARN PYRENEES,['Prestations de services'],"Lancement suivi et évaluation d'un appel à projet à destination d'acteurs économiques de la filière sport, loisirs, et santé",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141768,64000,Pau Cedex,CA PAU BEARN PYRENEES,['Collecte sélective'],Tri et valorisation des gravats des ménages de la Capbp,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141675,64150,Mourenx,Communauté de communes de Lacq-Orthez,['Espaces verts'],entretien du patrimoine végétal du territoire de la communauté de communes de lacq-orthez,non,directive24,joue,attribution,initial,non,2019-09-19
19-142062,64202,Biarritz cedex,Ville de Biarritz,"['Charpente', 'Couverture', 'Menuiserie', 'Zinguerie']",relance des lots no 2 et 6 pour les travaux de création de la brasserie olatua ii - aquarium du musée de la mer à biarritz,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142802,64210,BIDART,Ville de Bidart,['Signalisation'],Fournitures de signalisation verticale,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142315,65000,TARBES,OFFICE PUB DE L HABITAT HTES PYRENEES,['Electricité (travaux)'],ACCORD CADRE POUR MARCHE A BONS DE COMMANDE POUR EXECUTION DES TRAVAUX D'ENTRETIEN ELECTRIQUE (COURANT FORT ET FAIBLE) SUR PATRIMOINE DE L'OPH 65,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142755,66145,Canet-en-Roussillon,Ville de Canet-en-Roussillon,"['Carburant, hydrocarbure', 'Combustible']",FOURNITURE DE CARBURANTS ET DE COMBUSTIBLES POUR LA VILLE DE CANET EN ROUSSILLON - ANNEE 2020,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141385,66301,Thuir Cedex,COMMUNAUTE DE COMMUNES DES ASPRES,['Assurance'],Marché public d'assurances pour la Communauté de Communes des Aspres,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142844,66600,RIVESALTES,MAIRIE DE RIVESALTES,"['Réseaux divers', 'Voirie']",TRAVAUX DE RÉNOVATION DES ÉCOLES COMMUNALES - CAMPAGNE DE TRAVAUX 2019 -relance après déclaration sans suite,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142442,67129,Molsheim cedex,Ville de MOLSHEIM,['Signalisation'],travaux de signalisation horizontale,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142601,67201,Eckbolsheim,Ville d'Eckbolsheim,['Assurance'],prestations de services d'assurances,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141172,67250,Hohwiller,CC de l'Outre-Forêt,"['Assistance technique', 'Assurance']",Souscription des contrats d'assurance pour la Communauté de communes de l'Outre-Forêt,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142492,67302,Schiltigheim,Ville de Schiltigheim,['Habillement'],"Achat de vêtements de travail, de chaussures de travail et d'équipements de protection individuelle pour les agents de la Ville (années 2020 & 2021)",oui,cmp2006,mapa,appeloffre,initial,oui,2019-09-19
19-141314,67604,SELESTAT CEDEX,Ville de Sélestat,['Titres restaurant'],Fourniture et livraison de titres restaurants pour les agents de la Ville de Sélestat,non,directive24,joue,attribution,initial,non,2019-09-19
19-142897,68000,Colmar,CCI TERRITORIALE ALSACE EUROMETROPOLE,['Voies ferrées'],Travaux d'entretien des voies ferrées pour l'établissement public du port rhénan de Colmar-Neuf/Brisach,non,cmp2006,fns,appeloffre,initial,oui,2019-09-19
19-141567,68000,Colmar,PREFECTURE DU HAUT-RHIN,['Bâtiment'],Marché global de performance (mgp) en vue de la rénovation et construction de la cité administrative de colmar,oui,directive24,joue,appeloffre,initial,non,2019-09-19
19-142220,68024,Colmar,Hopitaux Civils de Colmar,['Matériel électrique'],"Fourniture de piles, batteries, lampes de poche et accumulateurs",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142459,68051,Mulhouse Cedex,GHR Mulhouse Sud Alsace,"['Equipements spécialisés', 'Matériel de manutention']","fourniture, installation et mise en service de dix soulèves malade pour l ghrmsa",non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-136738,68311,ILLZACH Cedex,Ville d'Illzach,['Assurance'],"marché de service relatif à la rpestation d'assurance ""dommages aux biens et risques annexes"" pour les besoins de la ville d'ilzlach",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-133835,69003,Lyon,METROPOLE DE LYON,['Etude'],AMO pour la prise en compte technique et réglementaire du PAC des risques technologiques de l'entreprise SAFRAN dans le cadre du programme travaux du PDS de la copropriété Saint André à Villeurbanne,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141396,69205,Lyon cedex 01,Ville de Lyon,['Eclairage public'],Fabrication et fourniture de mobilier urbain gamme Wilmotte,non,directive24,joue,attribution,initial,non,2019-09-19
19-141296,69205,Lyon cedex 01,Ville de Lyon,"[""Assistance à maîtrise d'ouvrage""]",Prestations de gestion de recouvrement de créances contre les tiers responsables,non,directive24,joue,attribution,initial,non,2019-09-19
19-141293,69205,Lyon cedex 01,Ville de Lyon,['Signalétique'],Prestations de signalétique de communication pour les services de la Ville de Lyon,non,directive24,joue,attribution,initial,oui,2019-09-19
19-141291,69205,Lyon cedex 01,Ville de Lyon,['Sanitaire'],"Achat, pose, raccordement et mise en service de sanitaires publics sur la Ville de Lyon",non,directive24,joue,attribution,initial,non,2019-09-19
19-142847,69260,Charbonnières les bains,COMMUNE DE CHARBONNIERES LES BAINS,['Audit'],MISSION D'AUDIT POUR LA MISE EN CONFORMITE DES RESEAUX D'EAU SANITAIRE ET DES RESEAUX D'ELECTRICITE SUR CERTAINS BATIMENTS DE LA MAIRIE DE CHARBONNIERES LES BAINS,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141179,69269,Lyon cedex 2,REGION AUVERGNE RHONE ALPES,['Transport'],Service régulier public routier en Haute-Savoie assurant à titre principal la desserte des établissements d enseignement sur le territoire de la Communauté de Communes Pays du Mont-Blanc (CCPMB),non,directive24,joue,attribution,initial,non,2019-09-19
19-142881,69269,Lyon cedex 2,OFFICE PUB DE L HABITAT ET IMMOB SOC,['Amiante (diagnostic)'],"Diagnostics amiante, plomb et HAP Lycée Jeanne d'Arc Clermont Fd",non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141791,69280,Marcy l'etoile,VetAgro Sup,['Gaz divers'],"GAZ MEDICAUX, INDUSTRIELS ET DE LABORATOIRE POUR VETAGRO SUP",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142290,69347,Lyon cedex 07,DRSID Lyon,['Voirie et réseaux divers'],"CALVI (2B) - Camp RAFFALLI - 2ème REP - Réhabilitation de certaines VRD au camp Raffalli, au centre nautique, sur la zone de sauts et au champs de tir de Campanella.",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142215,69347,Lyon cedex 07,DRSID Lyon,"[""Tous corps d'état""]",MONTFERRAT (83) - CANJUERS - EPMu Provence Méditerranée Installation d'un dispositif d'alerte sonore (ESID-19-299_300),non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142518,69347,Lyon cedex 07,DRSID Lyon,['Terrassement'],MONTFERRAT (83) - Camp de Canjuers - 1er RCA - Purge des buttes de tirs et remise en état des pas de tirs de TC 31 et TC 33 (ESID-19-251_252),non,cmp2006,fns,attribution,initial,oui,2019-09-19
19-141162,69400,Porte Des Pierres Dorees,Commune de PORTE DES PIERRES DOREES,['Bâtiment'],Réaménagement Salle des Fêtes et création d'une Cantine dans un bâtiment existant à Jarnioux,non,autre,joue,rectificatif,rectificatif,oui,2019-09-19
19-142289,69436,Lyon cedex 03,CARSAT Rhône Alpes,['Hygiène (articles)'],"Le présent marché a pour objet :- la mise à disposition, la pose et l'entretien d'appareils distributeurs de savon, ainsi que la fourniture des recharges nécessaires à leur approvisionnemen",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-138429,69505,Lyon cedex 03,METROPOLE DE LYON,"['Espaces verts', 'Mobilier urbain', 'Réseaux divers', 'Signalisation', 'Voirie']",lyon 2 - aménagement du quai perrache,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141647,70014,Vesoul,DIRECTION DEPARTEMENTALE TERRITOIRES,['Etude'],Rivière l'Ognon (en amont de la ville de Lure) simulations hydrauliques,non,autre,joue,rectificatif,rectificatif,non,2019-09-19
