,a00_cle_idweb,g04_01_date_publication,d01_07_cp,d01_08_ville,d01_01_denomination,g04_052_descripteurs_libelles,g01_02_02_perimetre,g01_02_01_famille,g01_02_03_nature,g01_02_04_statut,g04_061_criteres_sociaux,g04_062_criteres_environnementaux,g04_09_resume_objet
218,19-143410,2019-09-23,77444,Marne-la-vallée cedex 2,Union des Groupements d'Achats Publics,"['Consommables informatiques', 'Matériel de bureau']",cmp2006,fns,appeloffre,initial,oui,oui,"périphériques informatiques et autres périphériques dédiés aux personnes en situation de handicap, destructeurs de documents, purificateurs/épurateurs d'air et prestations associées"
219,19-144350,2019-09-23,77603,MARNE LA VALLEE,COMMUNAUTE D AGGLO MARNE ET GONDOIRE,['Etude'],cmp2006,fns,appeloffre,initial,non,non,MISSION D'ANIMATION DU CISPD ET SUIVI DES ACTIONS MISES EN PLACE PAR LA SISPD
220,19-144429,2019-09-23,78011,VERSAILLES,ville de Versailles,['Audiovisuel'],cmp2006,fns,appeloffre,initial,non,oui,"Fourniture et livraison de matériels audiovisuels pour les services de la ville de Versailles, du CCAS et de la CAVGP"
221,19-144487,2019-09-23,78102,Saint germain en laye cedex,ESID IDF,['Prestations de services'],cmp2006,fns,appeloffre,initial,non,non,"Le présent marché fait partie d'une opération comportant un marché de diagnostic amiante plomb et parasitaire avant travaux, un marché de diagnostic de Structure / Toitures Terrasses / Charpente"
222,19-144458,2019-09-23,78102,Saint germain en laye cedex,ESID IDF,['Prestations de services'],cmp2006,mapa,appeloffre,initial,non,non,Passation d'un contrat d'assistance à maîtrise d'ouvrage pour la programmation des travaux de réhabilitation et de mise aux normes du bâtiment 122 logements au profit de l'HIA PERC
223,19-143895,2019-09-23,78120,Rambouillet,SITREVA,['Conditionnement'],cmp2006,fns,attribution,initial,non,non,SITREVA doit renouveler son parc de bacs à huile et bacs de rétention sur les 26 déchèteries qui composent son territoire.
224,19-143898,2019-09-23,78120,Rambouillet,SITREVA,['Déchets non ménagers (prestations)'],cmp2006,fns,attribution,initial,non,non,"SITREVA doit renouveler son parc de bacs à huile sur les déchèteries qui composent son territoire. Aussi et au préalable il convient de réaliser l'évacuation, le transport vers le site de traitem"
225,19-144012,2019-09-23,78160,Marly le roi,COMMUNE DE MARLY LE ROI,['Aire de jeux'],cmp2006,fns,appeloffre,initial,non,non,Le présent marché a pour objet la réalisation d'une aire de jeux de 260 mètres carrés pour enfants de 2 à 12 ans et la suppression de l'aire de jeux actuelle (174 mètres carrés).
226,19-144421,2019-09-23,78170,La celle saint cloud,Ville de Celle Saint Cloud,['Voirie'],cmp2006,fns,appeloffre,initial,non,non,Travaux de reconstruction de la chaussée et trottoir Allée de la Fontaine sur le tronçon compris entre l'avenue LR Duchesne et l'allée de la Traversière.
227,19-144100,2019-09-23,78260,ACHERES,LE SAX,['Nettoyage de locaux'],cmp2006,fns,appeloffre,initial,non,oui,Nettoyage et entretien des locaux de l'espace musical LE SAX
228,19-144476,2019-09-23,78540,Vernouillet,Ville de vernouillet,['Nettoyage de locaux'],cmp2006,fns,appeloffre,initial,non,non,"L'entretien ménager des locaux, La fourniture de produits et matériels d'entretien ménager,La fourniture et remplacement des consommables,La mise à disposition de personnel en cas d'"
229,19-144085,2019-09-23,78600,Maisons laffitte,COMMUNE DE MAISONS LAFFITTE,['Electricité (travaux)'],cmp2006,fns,appeloffre,initial,non,non,Travaux d'entretien électrique pour la Ville de Maisons-Laffitte
230,19-144290,2019-09-23,78610,LE PERRAY EN YVELINES,Ville de Perray-en-Yvelines,"['Etanchéité', 'Menuiserie', 'Ravalement']",cmp2006,fns,appeloffre,initial,non,non,TRAVAUX DE RENOVATION DU BATIMENT DE LA POSTE.Lot N°01 : RAVALEMENT - ITE - ECHAFAUDAGE COMMUNLot N°02 : ETANCHEITELot N°03 : MENUISERIES EXTERIEURES - METALLERIE
231,19-143365,2019-09-23,79000,Niort,Syndicat des eaux du Vivier,['Canalisations'],cmp2006,mapa,appeloffre,initial,non,non,Travaux de renouvellement de la conduite d'eau des courolles - Coulon (79)
232,19-144314,2019-09-23,80026,Amiens,Conseil Départemental de la Somme,['Prestations de services'],cmp2006,fns,appeloffre,initial,non,non,Restauration de documents darchives du Département de la Somme.
233,19-144206,2019-09-23,80300,Albert,Mairie d'Albert,['Voirie et réseaux divers'],cmp2006,fns,attribution,initial,non,non,travaux d'aménagement des rues salengro et souilliart à albert
234,19-144494,2019-09-23,81000,Albi,MUSEE TOULOUSE LAUTREC,['Maintenance'],cmp2006,fns,appeloffre,initial,non,non,Prestations de maintenance des équipements thermiques et installations sanitaires du Musée Toulouse-Lautrec à Albi
235,19-141310,2019-09-23,81160,Saint-Juéry,communauté agglo albigeois,"['Animaux', 'Produits pharmaceutiques', 'Fourrière']",cmp2006,fns,appeloffre,initial,non,non,prestations de fournitures et services vétérinaires pour le chenil communautaire - fourrière animale
236,19-138628,2019-09-23,81160,Albi,communauté agglo albigeois,['Bâtiments modulaires'],cmp2006,mapa,appeloffre,initial,non,non,travaux d'extension des vestiaires du service voirie sur le site de jarlard
237,19-143958,2019-09-23,83041,TOULON,Métropole Toulon Provence Méditerranée,['Peinture (travaux)'],cmp2006,fns,attribution,initial,non,oui,19MAP41 - Travaux d'aménagement intérieur des niveaux R+4 et R+5 du bâtiment SCI Chalucet pour l'accueil de l'école CAMONDO
238,19-144039,2019-09-23,83056,Toulon cedex,CHI Toulon La Seyne sur Mer,"['Chauffage (travaux)', 'Electricité (travaux)', 'Gros oeuvre', 'Plomberie (travaux)']",cmp2006,fns,appeloffre,initial,non,non,TRAVAUX DE REAMENAGEMENT DU SERVICE DE MEDECINE NUCLEAIRE A L'HOPITAL SAINTE MUSSE
239,19-144194,2019-09-23,83056,Toulon cedex,Var Aménagement Développement,['Prestations de services'],cmp2006,mapa,appeloffre,rectificatif,non,non,Marché de coordination SPS pour les travaux d'aménagements publics extérieurs et de construction de bâtiments publics sur la plage de pampelonne à ramatuelle (83) (rectificatif)
240,19-143861,2019-09-23,83076,Toulon cedex,Toulon Habitat Méditerranée,['Prestations de services'],cmp2006,mapa,attribution,initial,non,non,"Mission de C.S.P.S. pour le suivi de la réfection de l'étanchéité et de l'isolation de la toiture terrasse de la tour no 78 du groupe "" La Beaucaire """
241,19-143887,2019-09-23,83076,Toulon cedex,Toulon Habitat Méditerranée,['Maçonnerie'],cmp2006,fns,attribution,initial,non,non,TRAVAUX DE CONFORTEMENTSUITE A L'EXPERTISE DU VERONESE 1
242,19-143867,2019-09-23,83076,Toulon cedex,Toulon Habitat Méditerranée,['Etanchéité'],cmp2006,mapa,attribution,initial,non,non,"Réfection de l'étanchéité et de l'isolation de la toiture terrasse de la tour no 78 du groupe "" La Beaucaire """
243,19-144392,2019-09-23,83270,Saint cyr sur mer,Ville de Saint-Cyr sur Mer,"['Electricité (travaux)', 'Menuiserie', 'Plâtrerie', ""Tous corps d'état"", 'Amiante (désamiantage)']",cmp2006,fns,attribution,initial,non,non,CALANQUE DE PORT D'ALON -REHABILITATION DE LA MAISON DE LA CALANQUE ET DU CABANON DES PECHEURS
244,19-144250,2019-09-23,83340,Le Luc en Provence,COMMUNE LE LUC,"['Clôture', 'Equipement sportif']",cmp2006,mapa,appeloffre,initial,non,non,TRAVAUX DE CONSTRUCTION D'UN PADELET POSE D'UNE CLOTURElot no1 et lot no2
245,19-143896,2019-09-23,83390,Cuers,MINDEF/AIR/SIAé/AIA de Cuers Pierrefeu,['Aéronautique'],cmp2006,fns,appeloffre,rectificatif,non,non,"fourniture, implantation et mise en service de tables aspirantes (rectificatif)"
246,19-144251,2019-09-23,83800,Toulon cedex 9,DIRISI,['Matériel électronique'],cmp2006,fns,appeloffre,initial,non,oui,Fourniture de systèmes d'enregistrement audio numérique à mémoire de type grand public au profit des bâtiments de surface et des sous-marins de la Marine Nationale
247,19-144116,2019-09-23,84120,PERTUIS,SIVOM Durance Lubéron,['Topographie'],cmp2006,fns,appeloffre,initial,non,non,Levés topographiques et bornages
248,19-144464,2019-09-23,84911,AVIGNON,GRAND AVIGNON,['Etude'],cmp2006,mapa,appeloffre,initial,non,non,ETUDE FONCIERE DE DEFINITION DE PERIMETRE A SANCTUARISER ET REPERAGE DES UNITES FONCIERES AYANT UN POTENTIEL DE PRODUCTION DANS LA PERSPECTIVE D'INSTALLATION DANS LE CADRE DE SYSTEME DE PRODUCTIO
249,19-144063,2019-09-23,85330,Noirmoutier en l'île,Ville de Noirmoutier,"['Bâtiment', 'Carrelage', 'Charpente', 'Couverture', 'Electricité (travaux)', 'Menuiserie', 'Métallerie', 'Plomberie (travaux)']",cmp2006,mapa,appeloffre,initial,non,non,mise en conformité bloc sanitaire camping la pointe
250,19-144173,2019-09-23,85923,La Roche sur Yon,Conseil général de la Vendée,"['Glissières de sécurité', 'Voirie']",cmp2006,fns,attribution,initial,oui,oui,Fourniture et pose de dispositifs de retenue pour le réseau routier départemental
251,19-144428,2019-09-23,85923,LA ROCHE SUR YON,Département de la Vendée,['Prestations de services'],cmp2006,fns,appeloffre,initial,non,non,Atelier de remobilisation pour des personnes bénéficiaires du RSA
252,19-144017,2019-09-23,86000,Poitiers,Eaux de Vienne - Siveer,['Alimentation en eau potable'],cmp2006,fns,appeloffre,initial,non,non,"Curage et remise en place de sable dans les bassins filtrants de la station de production d'eau potable de Godet - Vaux sur Vienne, pour une durée d'un an, reconductible deux fois un an."
253,19-144187,2019-09-23,86021,Poitiers cedex,GRAND POITIERS COMMUNAUTE URBAINE,"['Bâtiment', 'Démolition', 'Espaces verts', 'Gros oeuvre', 'Serrurerie', 'Voirie et réseaux divers']",cmp2006,fns,appeloffre,initial,non,non,hôtel de la communauté urbaine de grand poitiers - aménagements extérieurs le long du boulevard de solferino
254,19-144160,2019-09-23,87000,Limoges,Régie Municipale de l'Abattoir,['Assurance'],cmp2006,mapa,appeloffre,initial,non,non,assurance dommage aux biens
255,19-144079,2019-09-23,87000,LIMOGES,Conseil Départemental Haute-Vienne,['Assurance'],cmp2006,fns,appeloffre,initial,non,non,Prestation de services en assurance - lots Protection juridique et Tous risques exposition
256,19-143959,2019-09-23,87000,Limoges,Régie Municipale de l'Abattoir,['Gardiennage'],cmp2006DEFENSE,fns,appeloffre,initial,non,non,gardiennage du site de l'abattoir de limoges
257,19-144111,2019-09-23,87031,LIMOGES CEDEX 1,COMMUNE DE LIMOGES,['Terrain de sport'],cmp2006,fns,attribution,initial,oui,oui,Complexe sportif de Beaublanc - Création d'un terrain synthétique mixte Football/Rugby
258,19-143949,2019-09-23,87031,LIMOGES CEDEX 1,COMMUNE DE LIMOGES,['Papeterie'],cmp2006,mapa,attribution,initial,non,non,Acquisition de chèques culture
259,19-144427,2019-09-23,87031,LIMOGES CEDEX 1,COMMUNE DE LIMOGES,"['Prestations de services', 'Radiologie (produits)']",cmp2006,fns,appeloffre,initial,non,non,Numéro de la consultation : V9M572 Prestations de radiologie Consultation lancée par un groupement de commandes composé des membres suivants : Centre Communal d'Action Sociale Service de la comma
260,19-144246,2019-09-23,87031,Limoges cedex 1,Conseil Départemental Haute-Vienne,['Etanchéité'],cmp2006,fns,appeloffre,initial,non,non,"Collège Léon Blum, réfection de la toiture-terrasse des bâtiments externat et logements"
261,19-144018,2019-09-23,87032,Limoges,Université de Limoges,['Matériel de précision'],cmp2006,mapa,appeloffre,initial,non,non,Équipements pour l'étude du fonctionnement et des performances d'un modulateur spatial de lumière 'Spatial Light Modulator'
262,19-143968,2019-09-23,87040,Limoges,Agence de services et de paiement,"['Chauffage (travaux)', 'Cloison, faux plafond', 'Electricité (travaux)']",cmp2006,fns,attribution,initial,non,non,Installation de pompes à chaleur réversibles et rénovation des sanitaires du site de l'ASP de Clermont Ferrand
263,19-144163,2019-09-23,87170,ISLE,Ville d''Isle,['Assurance'],cmp2006,mapa,appeloffre,initial,non,non,RENOUVELLEMENT DES CONTRATS D'ASSURANCE DE LA COMMUNE D'ISLE ET DU CCAS - ANNEES 2020 A 2023 -
264,19-144408,2019-09-23,87800,Nexon,Cté Cnes Pays Nexon-Monts de Chalus,"['Chauffage (travaux)', 'Electricité (travaux)', 'Gros oeuvre', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols']",cmp2006,fns,appeloffre,initial,non,non,Aménagement de l'Espace Mazerolas - Puycheny - 87800 - Saint-Hilaire les Places
265,19-143912,2019-09-23,88240,LA VOGE LES BAINS,EHPAD Sentiers d'Automne,['Assurance'],cmp2006,mapa,appeloffre,initial,non,non,marché d'Assurances
266,19-143600,2019-09-23,88407,Gérardmer Cedex,Groupement de Commandes,"[""Produits d'entretien""]",cmp2006,fns,attribution,initial,oui,oui,marché no74 - produits d'entretien 2019-2021
267,19-144071,2019-09-23,90020,BELFORT CEDEX,Cté de l'Agglomération Belfortaine,['Etude'],cmp2006,fns,appeloffre,initial,non,non,"Conception, réalisation et suivi d'une demande d'autorisation environnementale pour l'exploitation de l'U.D.E.P. de Belfort"
268,19-144234,2019-09-23,90101,Delle Cedex,Communauté Communes du Sud Territoire,"['Alimentation en eau potable', 'Assainissement', 'Télégestion']",cmp2006,fns,appeloffre,initial,non,non,Renouvellement de la télégestion des infrastructures d'eau potable et d'assainissement de la Communauté de Communes du Sud Territoire
269,19-144316,2019-09-23,90101,Delle Cedex,Communauté Communes du Sud Territoire,['Voirie et réseaux divers'],cmp2006,fns,appeloffre,initial,non,non,Réhabilitation du centre commercial de l'Allaine à Delle (90100) : Travaux de Voirie et Réseaux Divers (VRD)
270,19-143871,2019-09-23,91012,Evry-courcouronnes cedex,Conseil général de l'Essonne,['Contrôle technique'],cmp2006,fns,attribution,initial,non,non,Mission de coordination en matière de sécurité et de protection de la santé relative à l'aménagement du diffuseur des Ulis (RING) niveau I
271,19-144419,2019-09-23,91300,Massy,COMMUNE DE MASSY,"['Porte automatique, portail']",cmp2006,fns,appeloffre,initial,non,non,Maintenance préventive et corrective des portes et portails électriques
272,19-144402,2019-09-23,91380,Chilly-mazarin,COMMUNE DE CHILLY MAZARIN,"['Alarme', 'Maintenance']",cmp2006,fns,appeloffre,initial,non,non,La présente consultation concerne la maintenance des systèmes de désenfumage de la ville de Chilly-Mazarin ainsi que des systèmes du site du Montcel (73).Le présent contrat concerne d'une part
273,19-144130,2019-09-23,91510,LARDY,Commune de Lardy,"[""Tous corps d'état""]",cmp2006,fns,attribution,initial,non,oui,Mission de maîtrise d'oeuvre pour la construction d'une école élémentaire
274,19-144454,2019-09-23,91550,Paray-vieille-poste,GRAND ORLY SEINE BIEVRE,['Voyage'],cmp2006,mapa,appeloffre,initial,non,non,Voyages des séniors 2020
275,19-143942,2019-09-23,91700,Sainte geneviève des bois,CA COEUR D ESSONNE AGGLOMERATION,['Ascenseur'],cmp2006,fns,appeloffre,initial,non,non,"Entretien des ascenseurs, élévateurs et monte-charges dans les bâtiments communautaires"
276,19-144468,2019-09-23,91800,Boussy-Saint-Antoine,Ville de Boussy Saint Antoine,['Colis'],cmp2006,mapa,appeloffre,initial,non,non,FOURNITURE ET LIVRAISON DE COLIS DE NOEL 2019 ET DE CHOCOLATS POUR LES AINES DE LA COMMUNE
277,19-144245,2019-09-23,92000,Nanterre,Cons. Départ. des Hauts-de-Seine,['Piscine'],cmp2006,fns,appeloffre,initial,non,non,Mission de coordination Sécurité et Protection de la Santé pour la construction du centre aquatique de la Grenouillère au Parc des Sports d'Antony
278,19-144021,2019-09-23,92055,La défense cedex,MEDDTL,['Ascenseur'],cmp2006,fns,appeloffre,initial,non,non,Travaux de fiabilisation et d'amélioration d'un des ascenseurs du Plot I
279,19-143854,2019-09-23,92140,Clamart,Ville de Clamart,['Titres de transport'],cmp2006,mapa,appeloffre,annulation,non,oui,PRESTATIONS D'AGENCE DE VOYAGE (BILLETTERIE) POUR LE TRANSPORT AERIEN DU PERSONNEL DE LA VILLE DE CLAMART DANS LE CADRE DES CONGES BONIFIES
280,19-143855,2019-09-23,92140,CLAMART,Ville de Clamart,['Abonnement'],cmp2006,mapa,appeloffre,annulation,non,non,"PRESTATIONS DE GESTION DES ABONNEMENTS A DES TITRES DE PRESSE, REVUES ET AUTRES PUBLICATIONS POUR LE SERVICE ARCHIVES ET DOCUMENTATION DE LA COMMUNE DE CLAMART."
281,19-143880,2019-09-23,92290,Châtenay-malabry,CTRE COM ACTION SOC CHATENAY MALABRY,"['Voyage', 'Prestation hotelière']",cmp2006,fns,attribution,initial,non,non,Organisation des séjours 2020 à destination des séniors du Centre Communal d'Action Sociale de Châtenay-Malabry
282,19-143883,2019-09-23,92290,Châtenay-malabry,CTRE COM ACTION SOC CHATENAY MALABRY,['Denrées alimentaires'],cmp2006,mapa,attribution,initial,non,non,"Fourniture et livraison de coffrets "" épicerie fine "" et d'assortiments de chocolats pour les fêtes de fin d'année pour le Centre Communal d'Action Sociale de Châtenay-Malabry"
283,19-144309,2019-09-23,92532,Levallois Perret,Hauts-de-Seine Habitat - OPH,['Transport'],cmp2006,mapa,appeloffre,initial,non,non,Location de cars et mini bus avec chauffeur
284,19-144352,2019-09-23,92600,Asnières sur seine,Ville d'Asnières-sur-Seine,['Végétaux'],cmp2006,mapa,appeloffre,initial,non,non,Le présent marché a pour objet la fourniture et la livraison de sapins de Noël.
285,19-144117,2019-09-23,93000,Bobigny,OPH de Bobigny,"['Cloison, faux plafond', 'Menuiserie']",cmp2006,fns,appeloffre,initial,non,non,"Travaux de maçonnerie, cloisons, doublages, faux plafonds et sols durs à exécuter, au titre de l'entretien et de l'amélioration, sur l'ensemble du patrimoine de l'O.P.H. de Bobigny"
286,19-144218,2019-09-23,93143,Bondy cedex,COMMUNE DE BONDY,"[""Assistance à maîtrise d'ouvrage""]",cmp2006,fns,appeloffre,initial,oui,oui,ASSISTANCE A MAITRISE D'OUVRAGE : CONDUITE D'OPÉRATION ET ASSISTANCE PROJET BIM POUR L'OPÉRATION CLAUDEL
287,19-144294,2019-09-23,93220,Gagny,COMMUNE DE GAGNY,['Délégation de service public'],autre,dsp,attribution,initial,non,non,Délégation de service public relative à l'exploitation des marchés forains d'approvisionnement de la ville de Gagny
288,19-144078,2019-09-23,93420,Villepinte,Mairie Villepinte,['Ascenseur'],cmp2006,fns,appeloffre,initial,non,oui,Entretien et maintenance des ascenseurs et élévateurs PMR mis en place dans les bâtiments communaux.
289,19-144257,2019-09-23,93500,Pantin,RESIDENCE LA SEIGNEURIE,"['Chauffage (exploitation, entretien)', 'Climatisation', 'Ventilation']",cmp2006,fns,attribution,initial,non,non,"Prestations de maintenance des installations de chauffage, de production d'eau chaude sanitaire, de ventilation, de traitement d'air et de climatisation et prestations associées."
290,19-144216,2019-09-23,94048,Créteil cedex,Valophis Habitat - OPH du val de Marne,['Isolation'],cmp2006,fns,appeloffre,rectificatif,non,non,Travaux pour la réduction de la consommation énergétique des bâtiments par intervention sur : - l'isolation de combles et de toitures ;- l'isolation de planchers.
291,19-131598,2019-09-23,94270,Le Kremlin-Bicêtre,APIJ,['Prestations de services'],cmp2006,mapa,appeloffre,initial,non,non,"Mission de coordination sécurité et protection de la santé - conception, réalisation et aménagement de l'extension de la maison d'arrêt de nîmes (30)"
292,19-144242,2019-09-23,94420,Le Plessis-Trévise,Ville du Plessis-Trévise,['Voirie et réseaux divers'],cmp2006,fns,appeloffre,initial,non,non,"Travaux d'enfouissement des réseaux électriques, de communications électroniques et d'éclairage public au Plessis-trévise"
293,19-144391,2019-09-23,94470,Boissy saint léger,Ville de Boissy-saint-Léger,['Vitrerie'],cmp2006,mapa,appeloffre,initial,non,non,Remplacement de vitrages sur deux sites de la ville de Boissy Saint Léger soit à l'hôtel de ville et le gymnase Amédée Dunois
294,19-141311,2019-09-23,95107,Argenteuil,Centre Hospitalier d'Argenteuil,"['Chauffage (travaux)', 'Electricité (travaux)', 'Gros oeuvre']",cmp2006,fns,appeloffre,initial,non,non,"réalisation de travaux pour l'aménagement de quatre chambres dans le bâtiment pôle femme enfant dénommé "" elisabeth bourgeois ""."
295,19-144323,2019-09-23,95640,Marines,SIEVV,['Alimentation en eau potable'],cmp2006,fns,appeloffre,initial,non,non,Equipement d'un forage d'essaicréation d'une usine de traitement du fercréation d'une bâche semi-enterréerenouvellement du réseau AEP
296,19-142162,2019-09-23,97139,Abymes,SDIS de la Guadeloupe,['Etude'],cmp2006,mapa,appeloffre,initial,non,non,mission amo pour humanisation des centres par la réhabilitation et le réaménagement de quatre (4) centres d'incendies et de secours
297,19-144180,2019-09-23,97200,Fort de France,REGIE DES EAUX ODYSSI,['Assainissement'],cmp2006,fns,attribution,initial,non,non,Numéro de la consultation : 2019-EXP1-0058 CURAGE DES RESEAXU D'ASSAINISSEMENT ET VIDANGE DES POSTES DSUR LE TERRITOIRE DE LA CACEM
298,19-144497,2019-09-23,97200,Fort-de-france,Agence des 50 pas géométriques 972,['Informatique (prestations de services)'],cmp2006,fns,appeloffre,initial,non,non,Refonte de l'application web SIG (Système d'Information Géographique) et réalisation de prestations associées
299,19-144498,2019-09-23,97305,Cayenne Cedex,CAF de la Guyane,['Climatisation'],cmp2006,fns,appeloffre,initial,oui,oui,réfection des installations du système de climatisation du siège de la caf de la guyane à cayenne.
300,19-144145,2019-09-23,97410,Saint-pierre,Syndicat mixte de Pierrefonds,"['Bardage', 'Charpente', 'Couverture', 'Electricité (travaux)', 'Gros oeuvre', 'Métallerie', 'Ouvrage métallique', 'Voirie et réseaux divers']",cmp2006,mapa,appeloffre,initial,non,non,construction d'un hangar de stockage sur le site de l'aéroport de saint-pierre pierrefonds
301,19-144147,2019-09-23,97476,Saint-denis cedex,EMA/DC SCA/GSBdD Réunion-Mayotte,['Formation'],cmp2006,fns,attribution,initial,non,non,Externalisation d'actions de formation relatives à la technique de recherche d'emploi (TRE) au profit des volontaires du régiment du service militaire adapté de Mayotte (RSMA-M).
302,19-143844,2019-09-23,97495,Sainte Clotilde CEDEX,CINOR,"[""Maîtrise d'oeuvre"", 'Prestations de services']",cmp2006,mapa,appeloffre,initial,non,non,mission d'assistance à la maitrise d'ouvrage pour la mise en oeuvre de la fiscalité incitative pour l'enlèvement des ordures ménagères résiduelles sur saint denis
303,19-143881,2019-09-23,97600,Mamoudzou,Département de Mayotte,['Assistance juridique'],cmp2006,mapa,appeloffre,initial,non,non,PRESTATIONS JURIDIQUES
304,19-143846,2019-09-23,97620,Chirongui,COMMUNE DE CHIRONGUI,['Etude'],cmp2006,fns,appeloffre,initial,non,non,Etudes pré-opérationnelles en vue de la résorption de l'habitat indigne dans la commune de Chirongui
305,19-144397,2019-09-23,97630,M'TSAMBORO,Commune de M'tsamboro,"['Charpente', 'Equipement sportif', 'Gros oeuvre', 'Maçonnerie', 'Peinture (fourniture)', 'Peinture (travaux)', 'Revêtements de sols', 'Terrain de sport']",cmp2006,fns,appeloffre,initial,non,non,TRAVAUX DE RÉNOVATION DU PLATEAU POLYVALENT DE MTSAMBORO 1ère tranche
