a00_cle_idweb,d01_07_cp,d01_08_ville,d01_01_denomination,g04_052_descripteurs_libelles,g04_09_resume_objet,g04_061_criteres_sociaux,g01_02_02_perimetre,g01_02_01_famille,g01_02_03_nature,g01_02_04_statut,g04_062_criteres_environnementaux,g04_01_date_publication
19-130681,75013,Paris Cedex 13,OPPIC,"['Bâtiment', 'Etude', ""Assistance à maîtrise d'ouvrage"", 'Ingénierie']",Archives Nationales de Pierrefitte-sur-seine - étude de programmation pour la construction d'une extension - J216,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140909,75013,PARIS,EAU DE PARIS,['Peinture (travaux)'],Mise en peinture des appareils hydrauliques de voirie et des équipements de pompage,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141104,75014,Paris,HOPITAUX UNIVERSITAIRES PARIS CENTRE,['Contrôle technique'],Prestations de prélèvements et analyses des eaux usées non domestiques des Hôpitaux Universitaires Paris Centre (HUPC),non,cmp2006,fns,attribution,initial,non,2019-09-17
19-140923,75015,Paris,DIR ANIMATION RECHERCHE ETUDES STATIST,['Prestations de services'],Accès à une base de données de contacts de journalistes et à une base de données de contacts institutionnels,non,cmp2006,mapa,attribution,initial,non,2019-09-17
19-141503,75019,Paris,ANGDM,['Prestations de services'],ACCORD-CADRE PRESTATION D'ACCOMPAGNEMENT DE BENEFICIAIRES AUX SEJOURS VACANCES SPECIFIQUES 2020-2023 :- REPIT AUX AIDANTS- PMR,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141307,75033,Paris,MINISTERE DE LA CULTURE,"['Assurance', 'Prestations de services']",Appui à l'organisation de séjours en France et gestion de bourses allouées à des professionnels étrangers de la culture Lieu d'exécution : France,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-140898,75181,PARIS Cedex 04,Crédit municipal de Paris,['Prestations de services'],Accord-cadre de gestion du standard téléphonique déporté pour le compte du crédit municipal de Paris (rectificatif),non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-141254,75270,Paris cedex 06,Université Paris Descartes,['Laboratoire (fourniture)'],La présente consultation a pour objet l'acquisition d'un laser impulsionnel au tour de 900 nm et sub-picoseconde. Le présent marché public est un marché de fourniture au sens de de l'a,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141368,75349,Paris 07 sp,Ministère de l'agriculture,"['Publicité, Communication']",Le présent marché porte sur l'élaboration et la mise en oeuvre d'une campagne de communication hors médias pour le recensement agricole 2020. Elle sera préparée à partir de janvier 2020 et s,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140947,75571,PARIS,CHNO des Quinze-Vingts,"['Dératisation, désinsectisation']",Prestations de désinsectisation et de dératisation pour le compte du CHNO des Quinze-Vingts,oui,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141040,75571,PARIS,CHNO des Quinze-Vingts,['Amiante (désamiantage)'],Travaux de désamiantage du niveau 4 aile B du CHNO des Quinze-Vingts,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140133,75589,Paris cedex 12,Centre d'Action Sociale Ville de Paris,"['Espaces verts', 'Prestations de services']",Entretien des espaces verts et réalisation de travaux d'élagage dans les établissements relevant du Centre d'action sociale de la Ville de Paris,oui,directive24,joue,appeloffre,initial,oui,2019-09-17
19-140209,75639,Paris cedex 13,Ville de Paris,"['Abris', 'Voirie']","Travaux d'enrobés hydrocarbonés minces et de réfections ponctuelles sur les chaussées, le boulevard périphérique, les voies sur berges et les tunnels de la Ville de Paris, en 3 lots séparés",non,directive24,joue,appeloffre,initial,non,2019-09-17
19-141427,76022,Rouen cedex,GRAND PORT MARITIME DE ROUEN,['Prestations de services'],Maîtrise d'oeuvre concernant le remplacement d'une voie de roulement au Quai Bassin aux Bois,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141097,76042,Rouen cedex 1,CCI NORMANDIE,['Prestations de services'],"Missions de re-conception, marketing et communication du salon In Normandy 2020",non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141204,76084,LE HAVRE,Ville du Havre,['Logiciel'],Accompagnement au développement d'Hariane Pro Symfony,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141398,76503,ELBEUF SUR SEINE,Ville d'Elbeuf sur Seine,['Contrôle technique'],Vérifications périodiques réglementaires et contrôles techniques des équipements et propriétés de la ville d'Elbeuf-sur-Seine,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141143,77100,Nanteuil les meaux,mairie de nanteuil les meaux,"['Chauffage (exploitation, entretien)']","Le présent marché concerne l exploitation et la gestion des installations de chauffage, de ventilation, de production d eau chaude sanitaire et de traitement d eau des bâtiments communaux de la vil..",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141161,77176,SAVIGNY LE TEMPLE,COMMUNE DE SAVIGNY LE TEMPLE,"['Maintenance', 'Aire de jeux']",Marché public d'entretien et maintenance des équipements d'aires de jeux,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141196,77330,Ozoir la ferriere,Ville d'Ozoir la Ferrière,['Prestations de services'],accord cadre d'impression des publications municipales et autres supports de publication (rectificatif),non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-141428,77610,Marles en Brie,Commune de Marles en Brie,"['Vidéo, cinéma']",Mise en oeuvre d'un système de vidéo protection urbaine - transfert des images par boucle locale radio (B.L.R.) sécurisée,non,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141219,78013,Versailles,Section Technique de l'armée de terre,['Location (matériels)'],location d'un ballon relais captif 'evta atlante-alat',non,cmp2006DEFENSE,fns,appeloffre,initial,non,2019-09-17
19-141147,78102,Saint germain en laye cedex,ESID IDF,['Sécurité incendie'],Les stipulations du présent cahier des clauses administratives particulières (C.C.A.P.) concernent l'exécution à prix global et forfaitaire des travaux de mise aux normes incendie du bâtiment ESR,non,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141189,78150,Le chesnay,CENTRE HOSPITALIER DE VERSAILLES,['Gros oeuvre'],RELANCE - Travaux modificatifs d'agencement du (Pôle d'activités et de soins adaptés) P.A.S.A + buanderie pour l'hôpital de Houdan,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-140137,78457,Velizy cedex,Plate-Forme Affrètement et Transport,"['Maintenance', 'Prestations de services']",Maintien en condition opérationnelle (MCO) et les évolutions du Système d'Information (SI) TACITE gérant les commandes de voyages professionnels du Ministère des Armées (MINARM).,non,directive24,joue,attribution,initial,non,2019-09-17
19-141071,78955,Carrières sous poissy,Ville de Carrières sous Poissy,['Prestations de services'],"Prestations juridiques : conseil, assistance et représentation",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141017,80002,Amiens cedex 1,S.D.I.S. de la Somme,['Outillage'],Fourniture et livraison de batteries et de piles pour le Garage Départemental et le SDIS de la Somme,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-140967,80026,Amiens,Conseil Départemental de la Somme,['Prestations de services'],Fourniture d'un service météorologique pour le Département de la Somme.,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141245,80026,Amiens,Conseil Départemental de la Somme,['Gardiennage'],"Prestations de sûreté, surveillance et gardiennage dans le cadre du Festival de Saint Riquier - Baie de Somme 2019",non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141088,80027,Amiens cedex 1,Ville d'amiens,['Fourrière'],destruction de véhicules pour le compte de la fourrière municipale de la ville d'amiens,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-140931,80027,Amiens,Amiens Métropole,['Bois'],Musées d'Amiens - Galerie Puvis de Chavannes : Restauration des parquets,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-137332,81160,Saint-Juéry,communauté agglo albigeois,['Abonnement'],"gestion des abonnements aux journaux, revues et magazines pour les services des médiathèques du grand albigeois",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140227,81300,Labessiere candeil,TRIFYL,['Assurance'],Services d'assurance,non,directive24,joue,appeloffre,initial,non,2019-09-17
19-140938,83004,Draguignan,Dracénie Provence Verdon Agglomération,['Equipements spécialisés'],Portique de lavage,non,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141030,83041,TOULON,Métropole Toulon Provence Méditerranée,['Espaces verts'],19PM22-Travaux d'aménagements paysagers du carrefour du Bicentenaire,non,cmp2006,mapa,appeloffre,initial,oui,2019-09-17
19-141205,83076,TOULON,Conseil Général du Var,['Voirie'],RD87 - Du PR 3+230 au PR 3+330 - La Cadière d'Azur - Sécurisation de la sortie du chemin de Cuges,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141536,83112,Sanary sur mer cedex,COMMUNE DE SANARY SUR MER,['Espaces verts'],Travaux de l'opération relative à l'aménagement paysager au sein du jardin d'hiver de la ville de Sanary-sur-Mer,non,cmp2006,mapa,appeloffre,initial,oui,2019-09-17
19-141458,83112,Sanary sur mer cedex,COMMUNE DE SANARY SUR MER,"['Bâtiments modulaires', 'Charpente', 'Couverture', 'Electricité (travaux)', 'Gros oeuvre', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Serrurerie']",Restructuration du bâtiment de l'ancienne capitainerie de Sanary-sur-Mer (rectificatif),non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-141524,83112,Sanary sur mer cedex,COMMUNE DE SANARY SUR MER,['Carrelage'],Construction d'un Comptoir Culturel Maritime Odyssea (Capitainerie) et un centre de plongée relance Lot 6 Carrelage - Faïences,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141160,83310,COGOLIN,Communauté Communes Golfe de ST-Tropez,['Voirie'],Réhabilitation de voirie phase 2 de la Zone d'Activité Economique Saint maure à Cogolin,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141260,83320,Carqueiranne,COMMUNE DE CARQUEIRANNE,"['Equipements spécialisés', 'Location (matériels)']",Location d'une patinoire pour l'aire de noël 2019,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141518,83460,Les Arcs,Ville des Arcs sur Argens,"['Quincaillerie (articles)', 'Matériel robinetterie', 'Sanitaire']",Fourniture d'articles de plomberie et sanitaire,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141478,83470,SAINT MAXIMIN LA SAINTE BAUME,COMMUNE DE SAINT MAXIMIN LA STE BAUME,"[""Assistance à maîtrise d'ouvrage""]",Assistance à maitrise d'ouvrage relative à la passation d'un accord-cadre à bons de commande de réparations de fuites sur le réseau d'eau potable,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141283,83470,SAINT MAXIMIN LA SAINTE BAUME,COMMUNE DE SAINT MAXIMIN LA STE BAUME,['Voirie'],Sécurisation des trottoirs Route de Mazaugues et remise en état de l'entrée de l'école élémentaire Paul Barles,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141117,83470,SAINT MAXIMIN LA SAINTE BAUME,COMMUNE DE SAINT MAXIMIN LA STE BAUME,['Voirie'],Création d'une chicane - Chemin de l'Auvière,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141424,83500,La Seyne sur Mer,Ville de la Seyne sur Mer,"['Nettoyage de locaux', 'Nettoyage urbain']","la date limite de remise des offres a été reportée au lundi 30 septembre 2019 à 12h00, suite à des informations concernant la fourniture en eau pour les besoins du marché",non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-140831,83800,Toulon cedex 9,MINDEF/SGA/DCSID/ESID.TOULON,['Bâtiment'],BAN HYERES - Déconstruction du chenil et des bureaux,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140868,83800,Toulon cedex 9,MINDEF/SGA/DCSID/ESID.TOULON,"['Climatisation', 'Electricité (travaux)', 'Gros oeuvre']",Base navale de Toulon - Création de capacité de stockage dans la Corderie - Lot 1 - Travaux tous corps d'état - Lot 2 - Corps d'état techniques : Electricité - Sécurité incendie - CVC,oui,cmp2006,fns,attribution,initial,oui,2019-09-17
19-141466,84045,Avignon cedex 09,Ville d'Avignon,"['Etude', 'Prestations de services']",Programmation et conception du parcours lumineux nocturne helios festival 2020-2022 - mission d'assistance à maîtrise d'ouvrage (AMO) (rectificatif),non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-141583,84134,Le Pontet cedex,COMMUNE DU PONTET,['Nettoyage de locaux'],"Entretien de l'école élémentaire Pergaud, du complexe sportif St Louis et du centre administratif municipal",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141341,84250,LE THOR,Mairie de Le Thor,"['Bâtiment', 'Charpente', 'Climatisation', 'Cloison, faux plafond', 'Couverture', 'Démolition', 'Electricité (travaux)', 'Gros oeuvre', 'Isolation', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Ravalement', 'Revêtements de sols', 'Revêtements muraux', 'Sanitaire', 'Terrassement', 'Ventilation']",REAMENAGEMENT ET EXTENSION DU COMPLEXE OMNISPORT Gymnase Jean Garcin - Allée Jean Bouin 84250 LE THOR,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141146,84902,Avignon cedex 9,CENTRE HOSPITALIER D AVIGNON,"['Clôture', ""Contrôle d'accès"", 'Espaces verts', 'Voirie et réseaux divers']",Travaux de VRD - Extension parking - Espaces verts 'Le VILLAGE',non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141039,84911,AVIGNON,GRAND AVIGNON,['Etude'],DIAGNOSTIC ALIMENTAIRE DU GRAND AVIGNON ET CONCERTATION POUR LA CONSTRUCTION D'UNE VISION PARTAGEE DES ENJEUX ALIMENTAIRES DU TERRITOIRE,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-140139,85017,LA ROCHE SUR YON Cedex,SDIS 85,['Gaz médicaux'],Location de bouteilles d'oxygène avec manométrie intégrée et fourniture de gaz oxygène médical,non,directive24,joue,appeloffre,initial,non,2019-09-17
19-137915,85320,Château-Guibert,EHPAD LES ROCHES,"['Chauffage (exploitation, entretien)', 'Maintenance']",Entretien et exploitation des installations cvc et maintenance des installations électriques et de plomberie,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141372,86580,VOUNEUIL SOUS BIARD,CREPS DE POITIERS,"[""Maîtrise d'oeuvre""]",consultation de maîtrise d'oeuvre pour la construction d'un complexe maison des entraineurs - centre médical au CREPS de Poitiers.,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140903,87000,LIMOGES,Conseil Départemental Haute-Vienne,"['Terrassement', 'Voirie et réseaux divers']",RD 979 - Confortement d'un talus sur la commune de Saint Denis des Murs,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140155,89000,AUXERRE,SDEY,"['Electrification rurale', 'Génie civil', 'Télécommunications']","Le présent appel d'offres concerne un marché public de travaux de réalisation d'études et travaux d'électrification, de télécommunication et de génie civil de réseau très haut débit.",non,directive24,joue,appeloffre,initial,non,2019-09-17
19-138725,89100,Sens,Ville de Sens,"['Impression', 'Illumination']",Prestations d'impressions 2020,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141379,90020,BELFORT CEDEX,Cté de l'Agglomération Belfortaine,['Electromécanique'],Travaux électromécaniques pour modification fonctionnement du réservoir à Eguenigue,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141522,90110,ROUGEMONT LE CHATEAU,SICTOM,['Collecte sélective'],FOURNITURE ET LIVRAISON DE SACS PLASTIQUES POUR LA COLLECTE SELECTIVE DES EMBALLAGES MENAGERS EN PORTE-A-PORTE,non,cmp2006,mapa,appeloffre,rectificatif,non,2019-09-17
19-140926,91012,Evry-courcouronnes cedex,Conseil général de l'Essonne,['Contrôle technique'],Mission de coordination SPS pour la rénovation énergétique de trois bâtiments administratifs et de trois collèges dans le cadre d'un marché public global de performance,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141187,91012,Evry cedex,DEPARTEMENT DE L ESSONNE,['Mise à disposition de personnel'],PRESTATION DE MISE A DISPOSITION DE PERSONNEL INTÉRIMAIRE DE RESTAURATION COLLECTIVE,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140916,91012,Evry-courcouronnes cedex,Conseil général de l'Essonne,['Voirie'],Travaux de restauration d'adhérence à grand rendement sur les routes de l'Essonne,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-140899,91012,Evry-courcouronnes cedex,Conseil général de l'Essonne,['Maçonnerie'],Travaux de rénovation des murs d'enceinte des domaines de Chamarande et de Méréville - 2 lots,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141442,91190,Gif sur yvette,Ville de Gif sur Yvette,"[""Poteaux d'incendie""]",Prestations d'entretien et de réparation du parc de bouches et poteaux d'incendie du domaine public,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140859,91400,Orsay,SATT Paris-Saclay,"['Assistance technique', 'Assistance juridique']",Accompagnement au montage des dossiers credit impôt recherche de la SATT Paris Saclay,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141526,91405,Orsay,UNIVERSITE DE PARIS XI PARIS SUD,['Matériel électronique'],Acquisition d'une enceinte climatique double,non,cmp2006,mapa,appeloffre,initial,oui,2019-09-17
19-140979,92104,Boulogne-billancourt,COMMUNE DE BOULOGNE BILLANCOURT,['Formation'],"Prestation de formation relative à la préparation au Brevet Professionnel de la Jeunesse, de l'Education Populaire et du Sport (BPJEPS)",non,cmp2006,fns,attribution,initial,non,2019-09-17
19-140972,92195,Meudon cedex,Ville de Meudon,['Amiante (diagnostic)'],Le présent marché la réalisation de diagnostics techniques immobiliers sur des bâtiments de la Ville de Meudon.,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141473,92300,Levallois-Perret,Association Levallois Culture,['Evénementiel'],"ORGANISATION D'UN CONCOURS PHOTOGRAPHIQUE INTERNATIONAL 'PRIX LEVALLOIS' ET D'UNE EXPOSITION PRÉSENTANT LES LAURÉATS, RÉALISATION DE LA COMMUNICATION DE CET ÉVÈNEMENT",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141448,92380,Garches,Commune de Garches,['Maintenance'],"Maintenance, entretien et remplacement de poteaux et de bouches d'incendie",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141216,92400,Courbevoie,OPHLM de Courbevoie,['Electricité (travaux)'],"travaux d'entretien, de réparation et de petits travaux neufs d'électricité, courants forts et courants faibles, sur l'ensemble du patrimoine de l'oph de courbevoie",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140887,92513,Boulogne-billancourt cedex,Institut National du Cancer (INCa),['Etude'],"conduite d'une enquête contribuant à la connaissance de la discipline 'radiothérapie', traitement et production de données",non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141528,93100,Montreuil,EPA LA MASSE DES DOUANES,"[""Assistance à maîtrise d'ouvrage""]",Mission d'assistance à maîtrise d'ouvrage pour les Travaux de transformation de locaux administratifs des douanes en logements et de rénovation de 4 logements attenants à Saint-Georges-de-l&,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141517,93143,Bondy cedex,COMMUNE DE BONDY,['Transport'],Location ponctuelle de cars avec chauffeurs pour la ville de Bondy,oui,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141132,93150,LE BLANC MESNIL,COMMUNE DE BLANC MESNIL,['Prestations de services'],"MISSION DE CONTROLE TECHNIQUE POUR LA RECONSTRUCTION DU GROUPE SCOLAIRE LANGEVIN / CLEMENT, D'UN GYMNASE ET D'UN CENTRE DE LOISIRS",non,cmp2006,fns,attribution,initial,non,2019-09-17
19-139149,93200,Saint-Denis,OPH Plaine Commune Habitat,"['Carrelage', 'Cloison, faux plafond', 'Electricité (travaux)', 'Etanchéité', 'Maçonnerie', 'Matériaux de construction', 'Peinture (travaux)', 'Serrurerie', 'Voirie et réseaux divers']",Marché de travaux pour la résidentialisation de 162 logements dans la cité rateau à la courneuve,oui,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140974,93290,Tremblay-en-france,MAIRIE DE TREMBLAY EN FRANCE,['Maintenance'],"ENTRETIEN, MAINTENANCE ET DÉPANNAGE DES APPAREILS DE LEVAGE",oui,cmp2006,fns,attribution,initial,oui,2019-09-17
19-141251,93310,Le Pré Saint-Gervais,COMMUNE DE PRE SAINT GERVAIS,['Habillement'],Acquisition de vêtements de travail et d'équipements de protection individuelle pour le personnel de la ville et du CCAS du Pré Saint-Gervais,oui,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141500,93351,Le bourget cedex,Commune du Bourget,['Contrôle technique'],Mission de contrôle technique dans le cadre d'un marché public global de performance relatif à la construction de deux écoles primaires au Bourget,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141013,93420,Villepinte,Mairie Villepinte,['Etude'],ACTION D'ACCOMPAGNEMENT DANS LE CADRE DU PROGRAMME D'INVESTISSEMENT D'AVENIR,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140991,94010,Créteil cedex,Université Paris-Est Créteil,['Equipements spécialisés'],"Fourniture d'un analyseur enthalpique différentiel (DSC) et d'un analyseur dynamique mécanique (DMA) pour l'ICMPE, faculté de Sciences et Technologie.",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141113,94046,Créteil cedex,MEEDDM,['Voirie et réseaux divers'],"Location et pose de dispositifs de retenus modulaires en béton d'embase 0.60 m, de nuit en axe de l'A126 entre les PR 0+700 et 2+200",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140057,94046,Créteil cedex,GRAND PARIS SUD EST AVENIR,"['Dératisation, désinsectisation']","Prestations de dératisation, désinsectisation, désinfection, nettoyage industriel de conteneurs, débarras et nettoyage sur le territoire de GPSEA et de ses communes membres (2019-2023)",non,directive24,joue,attribution,initial,non,2019-09-17
19-141000,94165,Saint-mande cx,METEO FRANCE,['Prestations de services'],"Le marché a pour objet : - la fourniture d'un service opérationnel de détection quotidienne de banc de sargasses à partir d'imagerie satellitaire comportant deux niveaux de service, déclenc",non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141112,94290,Villeneuve le roi,Ville de Villeneuve-le-Roi,"['Cloison, faux plafond', 'Electricité (travaux)', 'Maçonnerie', 'Menuiserie', 'Ventilation']",Travaux de rénovation du réfectoire de l'école Paul Painlevé,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140908,94300,Saint-ouen,Conseil régional d'Ile-de-France,['Equipement sportif'],Avis d'information destiné à s'assurer de l'absence de projet pouvant concurrencer une activité économique de surf susceptible d'être accueillie sur le plan d'eau de l'Il,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141082,94400,Vitry-sur-seine,COMMUNE DE VITRY SUR SEINE,['Voirie'],"Ces travaux consistent en la requalification de la rue d'Ivry et des avenues Vial et Brossolette, et notamment la mise de plain-pied pour création d'une zone de rencontre et le réaménagement",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141534,94500,Champigny sur marne,EPT Paris Est Marne & Bois,['Etude'],Le marché porte sur une mission d'assistance technique à maîtrise d'ouvrage en vue de la construction de nouvelles halles et une rénovation de la place du marché du centre-ville de Nogent su,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-140856,94700,Maisons-alfort,COMMUNE DE MAISONS ALFORT,['Espaces verts'],Rénovation des espaces verts et de l'arrosage automatique du terre plein central de l'avenue du Général Leclerc - Phase 2,oui,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-140900,94700,Maisons-alfort,COMSOPGN - COSIL,"['Ferronnerie', 'Interphone', 'Menuiserie', ""Tous corps d'état"", 'Porte automatique, portail']",Versailles-Satory (78)- Quartier Guichard 2 - Travaux de sécurisation des portes d'entrées et des portes des caves des bâtiments d'habitation,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141176,94880,Noiseau,Mairie de Noiseau,['Assurance'],Mise en concurrence contrats assurances de la ville,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-140980,95001,cergy-pontoise cedex,POLE JUDICIAIRE GENDARMERIE NATIONALE,"['Informatique (matériel)', 'Matériel médical']","l'acquisition d'un détecteur transportable de stupéfiants par spectrométrie de mobilité ionique sans source radioactive, avec son système informatique d'exploitation et de pilotage sur pc portable",non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141402,95001,cergy-pontoise cedex,POLE JUDICIAIRE GENDARMERIE NATIONALE,"['Analyses médicales, biologiques', 'Laboratoire (matériel)']",acquisition d'un ensemble analytique comportant un chromatographe en phase gazeuse couplé à une spectromètre de masse et prestations associées.,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141441,95001,Cergy-Pontoise Cedex,SMEAG de la BPAI de Cergy-Pontoise,"[""Contrôle d'accès""]",Fourniture et pose des contrôles d'accès à l'île de loisirs de Cergy-Pontoise,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141417,95111,Sannois,Ville de Sannois,['Bâtiment'],Groupe scolaire Gambetta,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141243,95111,Sannois,Ville de Sannois,['Bâtiment'],Groupe scolaire pasteur,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141331,95111,SANNOIS CEDEX,Ville de Sannois,['Bâtiment'],CREATION DE VESTIAIRES AU STADE COUTIF A SANNOIS,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141220,95120,Ermont,Commune d'Ermont,['Contrôle technique'],Contrôle technique des véhicules de la ville d'Ermont.,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141193,95150,Taverny,COMMUNE DE TAVERNY,['Voyage'],"Le présent marché a pour objet "" L'organisation de voyages au bénéfice des personnes âgées résidant à Taverny pour l'année 2020 "" et est composé de deux lotsLot no 1 - Croisière fluviale s",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140990,95240,Cormeilles-en-Parisis,Ville de Cormeilles en Parisis,"['Chauffage (exploitation, entretien)']",Approvisionnement des bâtiments municipaux en fioul domestique,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141354,95540,Méry-sur-oise,MERY-SUR-OISE,"['Publicité, Communication']",Le présent accord-cadre à bons de commande de prestation de service a pour objet l'impression et la livraison de supports de communication de la Ville de Méry-sur-Oise,non,cmp2006,mapa,attribution,initial,oui,2019-09-17
19-141369,95540,Méry-sur-oise,MERY-SUR-OISE,['Ravalement'],Travaux de ravalement de l'Hôtel de Ville et de l'école Maternelle du Centre de Méry-Sur-Oise.,non,cmp2006,mapa,attribution,initial,non,2019-09-17
19-141222,97054,Saint-Martin Cedex,Collectivité de Saint Martin,"['Electricité (travaux)', 'Peinture (travaux)']",Mise en conformité des installations électriques et travaux divers de peinture au Lycée Polyvalent des Iles du Nord.,oui,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141563,97100,Basse terre,MINISTERE DE LA CULTURE,['Monuments historiques'],"Cathédrale Notre Dame de Guadeloupe - réfection de l?éclairage intérieur, de la sonorisation et de la ventilation",non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-132066,97114,Trois-Rivières,Commune de Trois-Rivières,['Matériel électrique'],réhabilitation de l'armoire de commande de l'unité de production d'eau potable (upep) de la plaine - commune de trois-rivières,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-132048,97114,Trois-Rivières,Commune de Trois-Rivières,"[""Compteur d'eau""]",Fourniture et livraison de 1900 modules de radio relève pour compteur d'eau froide pour la régie des eaux de la commune de Trois-Rivières,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141581,97120,Saint-claude,Parc national de la Guadeloupe,"['Charpente', 'Couverture', 'Espaces verts', 'Mobilier urbain', 'Passerelle', ""Aire d'accueil""]",Marché d'entretien et d'aménagement des sites et sentiers en coeur du Parc national de la Guadeloupe,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
