,index,g01_01_id_web,g04_01_date_publication,len_d05_25_lots,description,valeur,valeurmax,valeurmin,codenuts,cpv,criteresattribution,d01_01_denomination,d01_02_code_ident_national,d01_05_adjudicateur_nuts,d01_07_cp,d01_08_ville,d01_15_url_profil_acheteur,datedebut,dateexecution,datefin,datelancement,datelivraison,dureejours,dureemois,infocompl,intitule,lieuprincipal,nbcandidats,num,optionsdescription,optionsnon,optionsoui,quantite,renouvellementdescription,renouvellementnon,renouvellementoui,suphuitansjustification,supquatreansjustification,variantesnon,variantesoui,catalogueelectroniquenon,catalogueelectroniqueoui
348,527,19-76268,2019-05-17,3,"Fourniture et livraison de pièces de rechange, d'accessoires et d'éléments de carrosserie d'origine, pour l'entretien, la réparation et l'équipement des véhicules d'intervention du bataillon de marins-pompiers de Marseille, équipés par la société BS Industrie.",,,,['FRL04'],34300000,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,"Les bons de commandes seront émis dans les conditions et limites annuelles suivantes :Lot 3 : Montant minimum annuel en euro HT 5 000,00 euro(s)Montant maximum annuel en euro HT 30 000,00 euro(s)Marché reconduit de manière tacite à la date anniversaire de notification du marché","Fourniture et livraison de pièces de rechange, d'accessoires et d'éléments de carrosserie d'origine pour les véhicules d'intervention équipés par la société BS Industrie",,,3,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"La durée du marché se définit comme suit : le marché est conclu pour une période initiale d'un (1) an à compter de la date de notification du marché. Il est reconductible par période d'un (1) an, dans la limite de trois (3) reconductions. La reconduction du marché se fera de manière tacite.",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,
349,528,19-76468,2019-05-17,2,"Fourniture, installation et intégration du système d'archivage et maintenancePoste 1 - Conduite de projet et pilotage techniquePoste 2 - Audit technique préalablePoste 3 - Fourniture, installation et intégration des fonctionnalités communes aux archives physiques et électroniques et maintenancePoste 4 - Fourniture, installation et intégration des fonctionnalités spécifiques aux archives physiques et maintenancePoste 5 - Fourniture, installation et intégration des fonctionnalités spécifiques aux archives électroniques et maintenancePoste 6 - Formation et transfert de compétencePoste 7 - Fourniture, installation et intégration de fonctionnalités complémentaires du système de gestion des archives et maintenance (poste à bons de commande)Poste 8 - Fourniture, installation et intégration de connecteurs inter-applicatifs et maintenance (poste à bons de commande)Poste 9 - Reprise de données (poste à bons de commande)Pour le lot 1, Postes 7- 8 et 9 , les bons de commandes seront émis dans les conditions et limites suivantes sur la durée totale soit 4 ans fermes:Montant minimum HT = 5 000,00 euro(s)Montant maximum HT = 200 000,00 euro(s)",,,,['FRL04'],72252000,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,,"Fourniture, installation et intégration du système d'archivage et maintenance",Ville de Marseille,,1,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CATALOGUE_ELECTRONIQUE_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",
350,529,19-76468,2019-05-17,2,"Prestations d'accompagnement pour le système d'archivagePoste 1 - Coordination globale du projetPoste 2 - Conduite du changement et communicationPoste 3 - Elaboration du PCA/PRAPoste 4 - Documentation normative du système d'archivagePoste 5 - Evaluation du système d'archivagePoste 6 - Homologation RGSPoste 7 - Rédaction de spécifications techniques détaillées (poste à bons de commande)Poste 8 - Elaboration de profils d'archivage (poste à bons de commande)Pour le lot 2, Postes 7 et 8 , les bons de commandes seront émis dans les conditions et limites suivantes sur la durée totale soit 4 ans fermes:Montant minimum HT = 0Montant maximum HT = 100 000,00 euro(s)",,,,['FRL04'],92512000,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,,Prestations d'accompagnement pour le système d'archivage,,,2,"Prestations similairesConformément à l'article R2122-7 du Code de la commande publique, le pouvoir adjudicateur se réserve la possibilité de conclure ultérieurement, avec le titulaire du marché, un marché ayant pour objet la réalisation de prestations similaires à celles confiées au titulaire dans le cadre de la présente consultation.",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CATALOGUE_ELECTRONIQUE_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",
351,516,19-75443,2019-05-17,8,"Travaux de réparation, d'entretien, de rénovation et de petites création dans les bâtiments et ouvrages divers constituant le patrimoine immobilier de la Ville de Marseille pour l'ensemble des services municipaux dans le corps d'état Plomberie- Sanitaire. 8 lots.",,,,['FRL04'],45330000,"[{'value': 'Prix', 'poids': '60%'}, {'value': 'Valeur technique', 'poids': '40%'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Plomberie Sanitaire Lot 08 : 15ème et 16ème Arrondissements.,,,8,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
352,531,19-76576,2019-05-18,2,"Stores et Rideaux - 2°, 3°, 4°, 5°, 13°, 14°, 15°, 16° arrondissements et équipements rattachés.","{'value': 1600000, 'devise': 'EUR'}",,,['FRL04'],45421143,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,"Clause obligatoire d'insertion par l'activité économique : l'entreprise titulaire de chacun des lots devra obligatoirement réaliser 162 heures (annuelles) au minimum pour la durée du marché, sauf si les 648 heures (dues sur les 4 années) sont réalisées avant la 4ème année.",Stores et Rideaux,,,2,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"Le lot 2 est conclu pour une période initiale d'un an à compter du 20/11/2019 ou de la date de notification si la notification intervient après cette date. Le marché est reconductible par période d'un an à compter de la date anniversaire du marché dans la limite de 3 reconductions, de manière tacite.",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CATALOGUE_ELECTRONIQUE_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",
353,530,19-76576,2019-05-18,2,"Stores et Rideaux - 1°, 6°, 7°, 8°, 9°, 10°, 11°, 12° arrondissements et équipements rattachés","{'value': 1600000, 'devise': 'EUR'}",,,['FRL04'],45421143,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,"Clause obligatoire d'insertion par l'activité économique :l'entreprise titulaire de chacun des lots devra obligatoirement réaliser 162 heures (annuelles) au minimum pour la durée du marché, sauf si les 648 heures (dues sur les 4 années) sont réalisées avant la 4ème année.",Stores et Rideaux,,,1,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"Le lot 1 est conclu pour une période initiale d'un an à compter du 20/11/2019 ou de la date de notification si la notification intervient après cette date. Le marché est reconductible par période d'un an à compter de la date anniversaire du marché dans la limite de 3 reconductions, de manière tacite.",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CATALOGUE_ELECTRONIQUE_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",
354,532,19-80851,2019-05-25,1,Le présent accord cadre concerne la fourniture d'équipements audiovisuels grand public et de prise de vue pour les besoins de la Ville de Marseille,,,,['FRL04'],32320000,"[{'value': ""prix de l'offre"", 'poids': '80'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,,,Ville de Marseille,,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CATALOGUE_ELECTRONIQUE_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>"
355,533,19-81713,2019-05-26,1,"Création, développement et maintenance d'applications mobiles pour la ville de Marseille",,,,['FRL04'],72400000,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,,,,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"Reconductible 2 fois pour une période d'un an. La reconduction intervient : - au plus tôt à compter de la date de notification du bon de commande qui atteint le montant maximum périodique, - au plus tard au terme d'un délai de 12 mois à compter de la date de notification de l'accord-cadre",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,
356,535,19-81995,2019-05-26,2,"Diagnostic technique des équipements scolaires des 1er, 6ème, 7ème, 8ème, 9ème, 10ème, 11ème et 12ème arrondissements",,,,['FRL04'],71000000,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,6,"Les prestations découpées en postes pour chacun des lots 1 et 2- Poste 01 : Diagnostic technique des locaux scolaires et sportifs (à prix global et forfaitaire)- Poste 02 : Diagnostic technique des logements scolaires (à prix global et forfaitaire)- Poste 03 : Etudes techniques complémentaires suite à signalement d'urgence sécurité ou conformité (à bons de commande, maximum 40 000 euros HT).","Diagnostic technique des équipements scolaires des 1er, 6ème, 7ème, 8ème, 9ème, 10ème, 11ème et 12ème arrondissements",,,2,"Prestations similairesConformément à l'article R2122-7 du Code de la commande publique, le pouvoir adjudicateur se réserve la possibilité de conclure ultérieurement, avec le titulaire du marché, un marché ayant pour objet la réalisation de prestations similaires à celles confiées au titulaire dans le cadre de la présente consultation.",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CATALOGUE_ELECTRONIQUE_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",
357,534,19-81995,2019-05-26,2,"Diagnostic technique des équipements scolaires des 2ème, 3ème, 4ème, 5ème, 13ème, 14ème, 15ème et 16ème arrondissements",,,,['FRL04'],71000000,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,6,"Les prestations découpées en postes pour chacun des lots 1 et 2- Poste 01 : Diagnostic technique des locaux scolaires et sportifs (à prix global et forfaitaire)- Poste 02 : Diagnostic technique des logements scolaires (à prix global et forfaitaire)- Poste 03 : Etudes techniques complémentaires suite à signalement d'urgence sécurité ou conformité (à bons de commande, maximum 40 000 euros HT).","Diagnostic technique des équipements scolaires des 2ème, 3ème, 4ème, 5ème, 13ème, 14ème, 15ème et 16ème arrondissements",,,1,"Prestations similairesConformément à l'article R2122-7 du Code de la commande publique, le pouvoir adjudicateur se réserve la possibilité de conclure ultérieurement, avec le titulaire du marché, un marché ayant pour objet la réalisation de prestations similaires à celles confiées au titulaire dans le cadre de la présente consultation.",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CATALOGUE_ELECTRONIQUE_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",
358,537,19-83696,2019-05-28,5,"Service Assemblées et Commissions - prise in extenso en sténotypie, transcription et rédaction des procès-verbaux des séances du Conseil Municipal de la Ville de Marseille ou des Commissions liées au Conseil Municipal",,,,[],92312211,[],ville de marseille,,,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,"Le marché est reconductible par période de 1 an, dans la limite d'1 reconduction.La reconduction du marché se fera de manière tacite.",Lot 1 : Service Assemblées et Commissions,,,1,,,,,,,,,,,,,
359,538,19-83696,2019-05-28,5,"Direction Générale Adjointe des Ressources Humaines - prise in extenso en sténotypie, transcription et rédaction des procès verbaux et/ou enregistrement audio des débats des Comités d'Hygiène, de Sécurité et des Conditions de Travail (C.H.S.CT.), des Comités Techniques (C.T.), des Commissions Administratives Paritaires (C.A.P.) et diverses autres réunions.",,,,[],92312211,[],ville de marseille,,,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,"Le marché est reconductible par période de 1 an, dans la limite d'1 reconduction.La reconduction du marché se fera de manière tacite.",Lot 2 : Direction Générale Adjointe des Ressources Humaines,,,2,,,,,,,,,,,,,
360,539,19-83696,2019-05-28,5,"Mairie 2ème et 3ème arrondissements - prise in extenso en sténotypie, transcription et rédaction des procès-verbaux et/ou enregistrement audio des débats des séances des Conseils d'Arrondissements et diverses autres réunions.",,,,[],92312211,[],ville de marseille,,,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,"Le marché est reconductible par période de 1 an, dans la limite d'1 reconduction.La reconduction du marché se fera de manière tacite",Lot 3 : Mairie 2ème et 3ème arrondissements,,,3,,,,,,,,,,,,,
361,541,19-83696,2019-05-28,5,"Mairie 11ème et 12ème arrondissements - prise in extenso en sténotypie, transcription et rédaction des procès-verbaux et/ou enregistrement audio des débats des séances des Conseils d'Arrondissements et diverses autres réunions",,,,[],92312211,[],ville de marseille,,,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,"Le marché est reconductible par période de 1 an, dans la limite d'1 reconduction.La reconduction du marché se fera de manière tacite.",Lot 5 : Mairie 11ème et 12ème arrondissements,,,5,,,,,,,,,,,,,
362,540,19-83696,2019-05-28,5,"Mairie 6ème et 8ème arrondissements - prise in extenso en sténotypie, transcription et rédaction des procès-verbaux et/ou enregistrement audio des débats des séances des Conseils d'Arrondissements et diverses autres réunions.",,,,[],92312211,[],ville de marseille,,,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,"Le marché est reconductible par période de 1 an, dans la limite d'1 reconduction.La reconduction du marché se fera de manière tacite.",Lot 4 : Mairie 6ème et 8ème arrondissements,,,4,,,,,,,,,,,,,
363,536,19-83561,2019-05-30,1,"RESTAURATION D'UNE HUILE SUR TOILE INTITULÉE DE LA VIERGE AU PALMIER DE PIERRE PUGETA titre indicatif, le présent marché est estimé à un montant inférieur à 40 000 euro(s) HT.",,,,['FRL04'],92520000,[],ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,,MARSEILLE,,,,,,,,,,,,,,,
364,542,19-83709,2019-05-30,1,"Enlèvement de l'affichage non autorisé, et le nettoyage des emplacements municipaux réservés à l'affichage","{'value': 800000, 'devise': 'EUR'}",,,['FRL04'],50000000,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,Le volume suivant des prestations est donné pour chaque période annuelle:montant minimum de 75 000.00 euros et montant maximum de 200 .000 euros hors taxe,,,,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"La durée du marché se définit comme suit : 1 an à compter de la notification du marché Le marché est reconductible par période d'un an, dans la limite de 3 reconductions. La reconduction du marché se fera de manière tacite.",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>","<?xml version=""1.0"" encoding=""UTF-16""?>
<CATALOGUE_ELECTRONIQUE_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",
365,543,19-84986,2019-05-31,5,"Cinq jardins, 3 jeux de boules, 7 plateaux sportifs, 3 mini-foot stade","{'value': 35000, 'devise': 'EUR'}",,,[],77300000,[],ville de marseille,,,13015,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,18 équipements,,,1,,,,,,,,,,,,,
366,547,19-84986,2019-05-31,5,"Deux gymnases, 10 plateaux sportifs, 5 mini-foot stades, 1 jeu de boules","{'value': 25000, 'devise': 'EUR'}",,,[],77300000,[],ville de marseille,,,13015,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,18 équipements:,,,5,,,,,,,,,,,,,
367,546,19-84986,2019-05-31,5,"Sept jardins, 6 jeux de boules, 1 plateau sportif, 1 mini-foot, 1 tennis, 3 maisons municipales d'arrondissements","{'value': 25000, 'devise': 'EUR'}",,,[],77300000,[],ville de marseille,,,13015,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,19 équipements:,,,4,,,,,,,,,,,,,
368,545,19-84986,2019-05-31,5,"Onze jardins, 3 maisons municipales d'arrondissement, 6 jeux de boules","{'value': 32000, 'devise': 'EUR'}",,,[],77300000,[],ville de marseille,,,13015,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,20 équipements:,,,3,,,,,,,,,,,,,
369,544,19-84986,2019-05-31,5,"Sept jardins, 1 maison municipale d'arrondissements, 3 jeux de boules, 1 tennis, 1 plateau sportif","{'value': 28000, 'devise': 'EUR'}",,,[],77300000,[],ville de marseille,,,13015,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,13 équipements:,,,2,,,,,,,,,,,,,
370,548,19-84995,2019-06-02,2,"Films adhésifs, micro-perforés, à lamination",,,,['FRL04'],30122200,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,"Le marché est reconductible par période d'un an, dans la limite de trois reconductions.La reconduction du marché se fera de manière tacite.Le volume suivant des prestations est donné pour chaque période annuelle :Lot no1 :Montant minimum : 30.000 euro(s) HTMontant maximum : 150.000 euro(s) HT","Films adhésifs, micro-perforés, à lamination",,,1,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"Le marché est reconductible par période d'un an, dans la limite de trois reconductions. La reconduction du marché se fera de manière tacite. En cas de décision de non reconduction du marché, le représentant du pouvoir adjudicateur transmet sa décision au titulaire par lettre recommandée avec accusé de réception au plus tard 1 mois avant la fin de la durée de validité du marché.",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,
371,549,19-84995,2019-06-02,2,"Bâches, toiles, papiers et accessoires",,,,['FRL04'],30122200,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,"Le marché est reconductible par période d'un an, dans la limite de trois reconductions.La reconduction du marché se fera de manière tacite.Le volume suivant des prestations est donné pour chaque période annuelle :Lot no2 :Montant minimum : 30.000 euro(s) HTMontant maximum : 150.000 euro(s) HT","Bâches, toiles, papiers et accessoires",,,2,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"Le marché est reconductible par période d'un an, dans la limite de trois reconductions. La reconduction du marché se fera de manière tacite. En cas de décision de non reconduction du marché, le représentant du pouvoir adjudicateur transmet sa décision au titulaire par lettre recommandée avec accusé de réception au plus tard 1 mois avant la fin de la durée de validité du marché.",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,
372,555,19-87941,2019-06-06,2,"Location de mobiliers, d'aménagement divers et décors pour la mairie des 9éme et 10éme arrondissements",,12000.0,2000.0,[],[],[],ville de marseille,,,13275,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,"Location de mobiliers, d'aménagement divers et décors",,,2,,,,,,,,,,,,,
373,553,19-87876,2019-06-06,2,Fournitures et livraison de Fruits et Légumes pour la Mairie de Secteur et ses équipements transférés.,,,,[],[],[],ville de marseille,,,13275,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Fournitures et livraison de Fruits et Légumes,,,2,,,,,,,,,,,,,
374,552,19-87876,2019-06-06,2,Fournitures et livraison de Produits d'épicerie pour la Mairie de Secteur et ses équipements transférés.,,,,[],[],[],ville de marseille,,,13275,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Fournitures et livraison de produits d'épicerie,,,1,,,,,,,,,,,,,
375,554,19-87941,2019-06-06,2,Location de matériel d'éclairage et de sonorisation pour la Mairie des 9éme et 10éme arrondissements,,48000.0,8000.0,[],[],[],ville de marseille,,,13275,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,Location de matériel d'éclairage et de sonorisation,,,1,,,,,,,,,,,,,
376,560,19-88567,2019-06-07,2,"Les prestations principales consistent en l'animation et la gestion d'activités sportives collectives sur sable, avec possibilité d'organiser des tournois dans le cadre de compétitions locales ou nationales.",,,,['FRL04'],92332000,,ville de marseille,,FRL04,13233,marseille,http://Marchespublics.mairie-marseille.fr,,,1730329200000,,,,,,Lot 2 : Zone Est de la plage,Plage des Catalans Marseille,,2,,,,,,,,,,,,,
377,559,19-88567,2019-06-07,2,"Prestations principales : commercialisation de produits A la vente sur une ou plusieurs terrasses en gradins relevant du lot 1 : boissons fraîches ou chaudes et restauration chaude ou froide, sur place ou à emporter.A la location sur une ou plusieurs terrasses en gradins relevant du lot 1 : matériels balnéaires in situ : transats, parasols, dessertes, matelas de plage, mobiliers de commodité balnéaire.Prestation annexe : gestion, hors période balnéaire, des toilettes connexes",,,,['FRL04'],92332000,,ville de marseille,,FRL04,13233,marseille,http://Marchespublics.mairie-marseille.fr,,,1730329200000,,,,,,Lot 1: Zone Sud de la plage,Plage des Catalans,,1,,,,,,,,,,,,,
378,557,19-88388,2019-06-07,2,"Tentes, bungalows, distribution électrique primaire, ponts, mobilier & décoration",,,,[],79956000,[],ville de marseille,,,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,6,,"Tentes, bungalows, distribution électrique primaire, ponts, mobilier & décoration",,,1,,,,,,,,,,,,,
379,550,19-87362,2019-06-07,1,"Mission de maîtrise d'oeuvre pour la réalisation de l'école Jolie Manon et du parc urbain attenant, rue Loubon / impasse Jolie Manon 13003 Marseille.Il s'agit d'une opération de construction d'une nouvelle école d'une capacité de 17classes (7 classes maternelles et 10 classes élémentaires) rendue nécessaire par lasaturation des équipements scolaires existants dans le secteur.En complément, de l'école, l'opération et la présente consultation comprennentégalement l'aménagement d'un parvis et d'un parc urbain contigus à l'école sur unesurface d'environ 4 250 m2.Enveloppe prévisionnelle consacrée aux travaux (École et parc urbain, y comprisdépollution du site) : 10 000 000 Euros H.T.",,,,[],71000000,[],ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,,,,,,,,,,,,,,,,,
380,558,19-88388,2019-06-07,2,"Sonorisation, éclairage, video & equipements lies",,,,[],79956000,[],ville de marseille,,,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,6,,"Sonorisation, éclairage, video & equipements lies",,,2,,,,,,,,,,,,,
